exp_id,seed,k_eval,gen,id,t_spin,h_score,t_norm,h_norm,diversity,r_0,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,r_13,r_14
noHITL,2,0,38,6,0.0120632,,0.00173052,0,0.0704806,0.265531,0.233427,0.16199,0.243289,0.155213,0.273736,0.236716,0.243891,0.278571,0.281009,0.288007,0.183344,0.182721,0.26548,0.200969
noHITL,2,0,38,7,0.0248549,,0.00470189,0,0.0704806,0.182436,0.256949,0.171451,0.261644,0.192872,0.215167,0.273479,0.157167,0.268708,0.223652,0.216002,0.218439,0.246279,0.196717,0.165199
noHITL,2,0,38,8,0.00461332,,0,0,0.0704806,0.252924,0.15843,0.298944,0.257734,0.239075,0.242008,0.173452,0.215946,0.231819,0.240483,0.150665,0.285631,0.153492,0.237573,0.15078
noHITL,2,0,38,9,0.0207128,,0.00373972,0,0.0704806,0.25771,0.151052,0.154646,0.207986,0.212721,0.186444,0.216306,0.272606,0.28021,0.277666,0.263594,0.210692,0.269693,0.253193,0.256217
noHITL,2,0,38,10,0.0171997,,0.00292368,0,0.0704806,0.244058,0.205638,0.286893,0.27783,0.18806,0.187633,0.225404,0.271889,0.165901,0.172446,0.241291,0.278453,0.237717,0.259315,0.20599
noHITL,2,0,38,11,0.0236912,,0.00443157,0,0.0704806,0.217259,0.169333,0.182267,0.170634,0.231347,0.195049,0.174496,0.153273,0.242122,0.260476,0.231204,0.258709,0.268209,0.294437,0.210977
noHITL,2,0,38,12,0.0073393,,0.000633215,0,0.0704806,0.21319,0.28978,0.211489,0.209144,0.203648,0.159721,0.290017,0.156023,0.289426,0.268911,0.229009,0.162109,0.162261,0.161364,0.283833
noHITL,2,0,38,13,0.0134079,,0.00204289,0,0.0704806,0.221886,0.192801,0.280445,0.284871,0.24793,0.28692,0.21642,0.192136,0.270654,0.255409,0.225409,0.194877,0.195053,0.156025,0.218703
noHITL,2,0,38,14,0.00534037,,0.000168886,0,0.0704806,0.161624,0.261897,0.235885,0.299547,0.168871,0.235504,0.282749,0.185068,0.260081,0.163681,0.226657,0.29582,0.284352,0.237977,0.262561
noHITL,2,0,38,15,1.243,,0.287664,0,0.0704806,0.161969,0.210534,0.267185,0.279975,0.277791,0.259443,0.272659,0.270577,0.290128,0.294943,0.293784,0.293738,0.252325,0.197507,0.15
noHITL,2,0,38,16,1.47727,,0.342082,0,0.0704806,0.15,0.215788,0.279178,0.27225,0.268027,0.275287,0.261359,0.268116,0.285773,0.292529,0.296835,0.289208,0.248066,0.200725,0.152177
noHITL,2,0,38,17,3.93031,,0.911895,0,0.0704806,0.151389,0.218416,0.26501,0.275998,0.274236,0.263514,0.267132,0.274113,0.283237,0.287985,0.294593,0.290961,0.241119,0.204222,0.152932
noHITL,2,0,38,18,4.14869,,0.962622,0,0.0704806,0.15,0.216256,0.250294,0.276067,0.276824,0.266401,0.261671,0.282773,0.286195,0.29577,0.3,0.290241,0.246165,0.191985,0.15
noHITL,2,0,38,19,3.78566,,0.878294,0,0.0704806,0.15,0.240057,0.267081,0.281546,0.26783,0.25365,0.258445,0.277124,0.28119,0.296887,0.29101,0.290707,0.246594,0.199745,0.153131
noHITL,2,0,38,20,1.57585,,0.364981,0,0.0704806,0.15,0.216759,0.269768,0.276537,0.27496,0.26887,0.275678,0.280551,0.298581,0.291389,0.3,0.28348,0.237034,0.194891,0.15
noHITL,2,0,38,21,1.45981,,0.338027,0,0.0704806,0.151932,0.218521,0.268429,0.275433,0.271182,0.260786,0.279002,0.279647,0.29649,0.292045,0.3,0.287405,0.241384,0.190996,0.15
noHITL,2,0,38,22,4.02877,,0.934767,0,0.0704806,0.150818,0.217223,0.265385,0.286312,0.28052,0.255376,0.267815,0.269574,0.284477,0.295454,0.3,0.288408,0.240831,0.19534,0.15
noHITL,2,0,38,23,3.83198,,0.889053,0,0.0704806,0.15,0.234063,0.271323,0.27981,0.27491,0.252397,0.261471,0.264644,0.283673,0.295397,0.290407,0.280018,0.248387,0.195459,0.150961
noHITL,2,0,38,24,4.11584,,0.954992,0,0.0704806,0.15,0.239357,0.270864,0.276792,0.262529,0.260037,0.264047,0.268486,0.287469,0.297124,0.295746,0.291471,0.243055,0.192672,0.15
noHITL,2,0,38,25,1.45087,,0.335949,0,0.0704806,0.15,0.222837,0.277591,0.278566,0.265544,0.264314,0.264783,0.258864,0.276948,0.293416,0.297549,0.285053,0.254472,0.199382,0.151795
noHITL,2,0,38,26,1.31006,,0.30324,0,0.0704806,0.155545,0.211789,0.267044,0.271301,0.266082,0.272578,0.263995,0.261332,0.280038,0.292404,0.297212,0.286863,0.250415,0.193917,0.152371
noHITL,2,0,38,27,3.94362,,0.914988,0,0.0704806,0.15,0.225407,0.270944,0.272982,0.263941,0.252097,0.263048,0.278002,0.282216,0.298608,0.294599,0.291853,0.248443,0.197845,0.15214
noHITL,2,0,38,28,4.1703,,0.967642,0,0.0704806,0.15,0.22287,0.273099,0.277988,0.277461,0.255843,0.263583,0.270171,0.293183,0.296909,0.295598,0.295046,0.245905,0.196203,0.15
noHITL,2,0,38,29,3.99009,,0.925781,0,0.0704806,0.15,0.223306,0.274595,0.275715,0.277562,0.25454,0.258724,0.28168,0.286334,0.295244,0.297539,0.287202,0.251981,0.191959,0.15
noHITL,2,0,38,30,3.8628,,0.896213,0,0.0704806,0.15,0.221088,0.273019,0.278069,0.265456,0.253311,0.262134,0.282431,0.285375,0.291731,0.298558,0.289985,0.250093,0.20338,0.155464
noHITL,2,0,38,31,1.50023,,0.347414,0,0.0704806,0.15,0.226526,0.27007,0.277277,0.267478,0.263801,0.265033,0.277329,0.276963,0.292857,0.296378,0.295743,0.241135,0.19524,0.150303
noHITL,2,0,38,32,4.14446,,0.961639,0,0.0704806,0.15,0.220692,0.268438,0.275876,0.268059,0.25672,0.259725,0.268958,0.288585,0.297295,0.3,0.296655,0.240473,0.19476,0.15
noHITL,2,0,38,33,3.8949,,0.903669,0,0.0704806,0.15,0.22288,0.268918,0.270734,0.271639,0.26179,0.253014,0.283364,0.283728,0.29516,0.3,0.290209,0.243971,0.193752,0.151749
noHITL,2,0,38,34,2.53768,,0.588404,0,0.0704806,0.15,0.221767,0.266178,0.275915,0.276379,0.257762,0.256126,0.274832,0.297674,0.3,0.3,0.287383,0.250674,0.197423,0.15
noHITL,2,0,38,35,1.34576,,0.311533,0,0.0704806,0.1542,0.233295,0.268259,0.272718,0.269436,0.261391,0.257015,0.281574,0.278568,0.296247,0.3,0.278321,0.242897,0.19795,0.150914
noHITL,2,0,38,36,1.49613,,0.346461,0,0.0704806,0.15,0.226186,0.267257,0.278689,0.266094,0.254406,0.266096,0.26595,0.280425,0.297058,0.3,0.293607,0.245304,0.19672,0.15
noHITL,2,0,38,37,4.08435,,0.947678,0,0.0704806,0.150469,0.212456,0.262787,0.28117,0.268051,0.265495,0.257152,0.27623,0.291603,0.294153,0.297582,0.286651,0.244602,0.192595,0.15
noHITL,2,0,38,38,2.56938,,0.595765,0,0.0704806,0.15,0.235132,0.262167,0.273067,0.27881,0.257854,0.269758,0.281915,0.295017,0.3,0.3,0.285521,0.252842,0.198443,0.150674
noHITL,2,0,38,39,0.552221,,0.127203,0,0.0704806,0.15,0.204575,0.271668,0.270548,0.271882,0.265598,0.260788,0.272317,0.297462,0.295594,0.295856,0.289685,0.240604,0.197055,0.150902
noHITL,2,0,38,40,4.14133,,0.960912,0,0.0704806,0.15,0.217026,0.270587,0.27645,0.278185,0.263446,0.260529,0.283107,0.284057,0.290463,0.3,0.280204,0.250601,0.203115,0.15
noHITL,2,0,38,41,4.04758,,0.939137,0,0.0704806,0.15,0.221973,0.267011,0.280284,0.269489,0.251461,0.259113,0.267526,0.284967,0.296189,0.295166,0.286417,0.247309,0.197619,0.150266
noHITL,2,0,38,42,3.95763,,0.918241,0,0.0704806,0.151224,0.218456,0.265991,0.267013,0.272633,0.264572,0.261466,0.276097,0.289637,0.297353,0.298781,0.292601,0.239172,0.20243,0.152187
noHITL,2,0,38,43,0.47366,,0.108954,0,0.0704806,0.15,0.217527,0.263009,0.28626,0.266679,0.267869,0.254454,0.277964,0.296592,0.294067,0.299946,0.292628,0.243166,0.193248,0.157397
noHITL,2,0,38,44,3.86532,,0.896799,0,0.0704806,0.153405,0.224424,0.279287,0.275967,0.263987,0.257511,0.259944,0.279029,0.291862,0.294563,0.3,0.287073,0.250405,0.200048,0.153071
noHITL,2,0,38,45,4.11804,,0.955503,0,0.0704806,0.154354,0.219287,0.269442,0.275764,0.267692,0.265741,0.26879,0.275549,0.28646,0.293224,0.29974,0.283942,0.24243,0.197927,0.15
noHITL,2,0,38,46,4.03786,,0.936879,0,0.0704806,0.150354,0.219241,0.26722,0.279423,0.275338,0.256538,0.263285,0.269694,0.281776,0.298737,0.294001,0.285492,0.25485,0.195253,0.15
noHITL,2,0,38,47,1.52898,,0.354094,0,0.0704806,0.15,0.218978,0.271335,0.273409,0.26579,0.258057,0.26781,0.277011,0.276321,0.295036,0.3,0.288866,0.24587,0.198599,0.15
noHITL,2,0,38,48,3.8763,,0.899349,0,0.0704806,0.15,0.225031,0.270956,0.280173,0.270986,0.262157,0.259983,0.274989,0.290899,0.299688,0.299372,0.284279,0.241658,0.195504,0.1567
noHITL,2,0,38,49,2.13456,,0.494763,0,0.0704806,0.160604,0.240639,0.275633,0.28001,0.270168,0.265415,0.251603,0.272772,0.288457,0.3,0.3,0.29134,0.250589,0.194612,0.15
noHITL,2,0,38,50,4.14216,,0.961105,0,0.0704806,0.150573,0.226359,0.263441,0.274255,0.276689,0.262626,0.256451,0.275644,0.290411,0.299735,0.297526,0.286615,0.245254,0.201821,0.15072
noHITL,2,0,38,51,2.36871,,0.549154,0,0.0704806,0.153255,0.206943,0.2589,0.276632,0.278821,0.258427,0.26602,0.267279,0.281956,0.3,0.3,0.283183,0.245793,0.199663,0.15
noHITL,2,0,38,52,4.0052,,0.929291,0,0.0704806,0.156687,0.222209,0.262196,0.268463,0.271467,0.267958,0.266185,0.280626,0.293951,0.296368,0.3,0.296736,0.250651,0.193469,0.15
noHITL,2,0,38,53,1.30649,,0.302411,0,0.0704806,0.160349,0.218474,0.266573,0.274803,0.273586,0.271571,0.267069,0.280404,0.279915,0.29504,0.29939,0.298612,0.245656,0.196524,0.152955
noHITL,2,0,38,54,3.99151,,0.926111,0,0.0704806,0.152013,0.213649,0.275335,0.279743,0.272499,0.260016,0.261264,0.275432,0.283597,0.29737,0.295798,0.284796,0.248399,0.195569,0.151645
noHITL,2,0,38,55,1.44692,,0.335032,0,0.0704806,0.154698,0.215386,0.265951,0.276221,0.273752,0.268663,0.27133,0.280113,0.274363,0.292427,0.299831,0.293964,0.241951,0.195931,0.15
noHITL,2,0,38,56,4.3096,,1,0,0.0704806,0.15,0.221417,0.273085,0.27725,0.275961,0.259179,0.271337,0.284527,0.289952,0.3,0.297371,0.293374,0.245711,0.196458,0.151268
noHITL,2,0,38,57,1.30691,,0.302509,0,0.0704806,0.153893,0.215414,0.274975,0.286468,0.262312,0.261465,0.250741,0.273619,0.299022,0.294224,0.29456,0.292595,0.234797,0.196611,0.150881
noHITL,2,0,38,58,4.11016,,0.953672,0,0.0704806,0.15058,0.214214,0.267463,0.277312,0.276503,0.266739,0.268051,0.268286,0.282897,0.294567,0.3,0.284008,0.245306,0.200022,0.153089
noHITL,2,0,38,59,1.33257,,0.30847,0,0.0704806,0.15234,0.213809,0.264249,0.280763,0.263655,0.26374,0.260288,0.258328,0.281122,0.297106,0.29992,0.291435,0.246676,0.205553,0.154691
noHITL,2,0,38,60,4.12331,,0.956727,0,0.0704806,0.150235,0.217474,0.259766,0.271515,0.268783,0.267831,0.26313,0.272937,0.29269,0.293186,0.29588,0.293469,0.254483,0.200221,0.152292
noHITL,2,0,38,61,1.43096,,0.331325,0,0.0704806,0.153657,0.213085,0.262652,0.2782,0.275821,0.260819,0.262277,0.279404,0.297274,0.295618,0.3,0.278253,0.235478,0.19613,0.151368
noHITL,2,0,38,62,4.16033,,0.965327,0,0.0704806,0.151714,0.224965,0.268093,0.272679,0.266064,0.260974,0.268652,0.273911,0.293875,0.295374,0.296986,0.285975,0.241736,0.198462,0.15
noHITL,2,0,38,63,4.10271,,0.951942,0,0.0704806,0.15,0.219347,0.269347,0.271843,0.277517,0.25906,0.261133,0.267025,0.288882,0.29979,0.296338,0.286053,0.244101,0.201701,0.15
noHITL,2,0,38,64,3.7406,,0.867829,0,0.0704806,0.15478,0.22074,0.267602,0.278775,0.266253,0.249413,0.263291,0.271472,0.29332,0.298285,0.3,0.275153,0.248378,0.198572,0.150325
noHITL,2,0,38,65,1.51928,,0.35184,0,0.0704806,0.151532,0.21136,0.270777,0.266753,0.267695,0.26527,0.264687,0.28074,0.288905,0.296241,0.298546,0.286101,0.248684,0.194521,0.151424
noHITL,2,0,38,66,3.96793,,0.920634,0,0.0704806,0.15,0.23706,0.272649,0.281505,0.268502,0.251332,0.26165,0.279826,0.291505,0.29744,0.3,0.288007,0.252115,0.195175,0.152732
noHITL,2,0,38,67,1.43239,,0.331656,0,0.0704806,0.151764,0.228757,0.270258,0.26983,0.271626,0.267972,0.250744,0.275473,0.288483,0.3,0.293991,0.283019,0.244423,0.192435,0.15
noHITL,2,0,38,68,3.85942,,0.895428,0,0.0704806,0.151361,0.217329,0.262467,0.275277,0.272506,0.265897,0.253762,0.264158,0.287794,0.293075,0.3,0.285917,0.235827,0.193777,0.15117
noHITL,2,0,38,69,3.8876,,0.901975,0,0.0704806,0.150524,0.220576,0.261999,0.281909,0.260315,0.260654,0.262141,0.271756,0.284856,0.2951,0.298082,0.289139,0.254564,0.195982,0.152263
noHITL,2,0,38,70,1.31375,,0.304098,0,0.0704806,0.151553,0.21292,0.266387,0.273884,0.26365,0.270155,0.267324,0.255799,0.284963,0.296534,0.3,0.290826,0.246031,0.199277,0.155396
noHITL,2,0,38,71,4.17422,,0.968552,0,0.0704806,0.15,0.218776,0.265881,0.274767,0.269595,0.26914,0.27522,0.276088,0.284881,0.290449,0.3,0.281827,0.244063,0.191361,0.151461
noHITL,2,0,38,72,4.04951,,0.939583,0,0.0704806,0.15,0.227204,0.257289,0.27683,0.263468,0.258625,0.256807,0.272094,0.284281,0.298679,0.293221,0.292019,0.246011,0.196634,0.15
noHITL,2,0,38,73,3.94387,,0.915046,0,0.0704806,0.15,0.220034,0.276416,0.282988,0.268726,0.252551,0.260303,0.272558,0.286567,0.290456,0.3,0.28734,0.246564,0.197178,0.152998
noHITL,2,0,38,74,1.51351,,0.350501,0,0.0704806,0.15,0.223753,0.275241,0.269381,0.271847,0.262758,0.265687,0.27647,0.295837,0.297496,0.298691,0.29661,0.243256,0.202324,0.151814
noHITL,2,0,38,75,4.16622,,0.966695,0,0.0704806,0.15149,0.211483,0.268737,0.268947,0.276343,0.269633,0.270161,0.27349,0.283894,0.298737,0.295819,0.285434,0.249582,0.19542,0.150573
noHITL,2,0,38,76,4.07854,,0.946328,0,0.0704806,0.151516,0.229612,0.269514,0.271835,0.266958,0.26154,0.259707,0.272119,0.283888,0.296407,0.298358,0.285997,0.247652,0.203414,0.151915
noHITL,2,0,38,77,1.43941,,0.333286,0,0.0704806,0.15,0.233972,0.277432,0.273315,0.264165,0.253662,0.264471,0.281056,0.290055,0.290045,0.298448,0.290093,0.24612,0.201516,0.154511
noHITL,2,0,38,78,4.0182,,0.932311,0,0.0704806,0.15,0.210278,0.263804,0.278926,0.270151,0.268694,0.260294,0.259654,0.2892,0.295351,0.296427,0.292074,0.251056,0.192774,0.15
noHITL,2,0,38,79,4.1367,,0.959837,0,0.0704806,0.15,0.213942,0.260384,0.281265,0.274255,0.262027,0.265952,0.272689,0.290639,0.295191,0.298815,0.279634,0.256093,0.199596,0.151447
noHITL,2,0,38,80,4.21753,,0.978613,0,0.0704806,0.152017,0.222567,0.275483,0.26855,0.262291,0.26616,0.269036,0.281276,0.288948,0.298468,0.297738,0.277194,0.240122,0.196869,0.15
noHITL,2,0,38,81,4.11047,,0.953745,0,0.0704806,0.15,0.229263,0.267319,0.277601,0.26485,0.25849,0.258059,0.272458,0.2802,0.291077,0.294648,0.292428,0.254535,0.199713,0.15
noHITL,2,0,38,82,4.00816,,0.929979,0,0.0704806,0.15,0.221929,0.273879,0.281053,0.269871,0.257561,0.260053,0.27509,0.285873,0.294124,0.293941,0.287712,0.251756,0.191729,0.151958
noHITL,2,0,38,83,1.58636,,0.367422,0,0.0704806,0.15,0.226063,0.273433,0.270846,0.271903,0.26804,0.262031,0.283204,0.291001,0.295635,0.2969,0.286923,0.252159,0.201976,0.150854
noHITL,2,0,38,84,4.00759,,0.929847,0,0.0704806,0.153296,0.225281,0.257887,0.273269,0.272686,0.264157,0.26702,0.269965,0.284173,0.3,0.299923,0.288167,0.251004,0.193207,0.15
noHITL,2,0,38,85,3.94525,,0.915367,0,0.0704806,0.151845,0.235798,0.268511,0.269604,0.268767,0.260695,0.259985,0.272856,0.283248,0.3,0.297113,0.296259,0.249692,0.196208,0.152215
noHITL,2,0,38,86,3.86776,,0.897365,0,0.0704806,0.15429,0.216566,0.259761,0.271207,0.26696,0.255042,0.264961,0.270588,0.287153,0.3,0.295984,0.288766,0.253189,0.198902,0.150228
noHITL,2,0,38,87,4.25911,,0.988271,0,0.0704806,0.15,0.225757,0.269888,0.267563,0.26138,0.260442,0.262628,0.277184,0.292534,0.299541,0.294778,0.280833,0.24307,0.201607,0.15
noHITL,2,0,38,88,4.25587,,0.987519,0,0.0704806,0.15,0.222627,0.264173,0.270751,0.276868,0.259703,0.268915,0.278908,0.286268,0.298991,0.3,0.28311,0.249147,0.205464,0.15
noHITL,2,0,38,89,1.54978,,0.358926,0,0.0704806,0.15,0.22469,0.275717,0.266688,0.267099,0.260715,0.260929,0.273899,0.291293,0.298396,0.3,0.28976,0.243659,0.194862,0.15
noHITL,2,0,38,90,4.05555,,0.940988,0,0.0704806,0.15,0.215695,0.253766,0.277908,0.27568,0.271733,0.261502,0.267158,0.288821,0.290038,0.297819,0.281873,0.246958,0.19392,0.15
noHITL,2,0,38,91,2.5653,,0.59482,0,0.0704806,0.15,0.217182,0.264095,0.291967,0.276999,0.258834,0.256882,0.274979,0.3,0.3,0.295576,0.286453,0.245727,0.199088,0.15
noHITL,2,0,38,92,4.13212,,0.958775,0,0.0704806,0.15,0.225391,0.279023,0.275424,0.272885,0.263733,0.257249,0.275289,0.283701,0.292081,0.295029,0.296709,0.252444,0.19475,0.151362
noHITL,2,0,38,93,3.64725,,0.846143,0,0.0704806,0.15,0.21677,0.263197,0.279015,0.274739,0.263911,0.257119,0.267375,0.286361,0.3,0.293826,0.285632,0.246781,0.189325,0.15659
noHITL,2,0,38,94,3.52553,,0.817869,0,0.0704806,0.157649,0.218188,0.267414,0.278638,0.272438,0.270319,0.250929,0.279288,0.290829,0.297146,0.296855,0.279141,0.241985,0.192418,0.151062
noHITL,2,0,38,95,4.08079,,0.94685,0,0.0704806,0.15,0.223016,0.267558,0.276298,0.270061,0.257277,0.259407,0.278634,0.282484,0.290701,0.3,0.283313,0.246203,0.206307,0.15
noHITL,2,0,38,96,1.40289,,0.324804,0,0.0704806,0.15,0.238082,0.270297,0.288221,0.267684,0.265028,0.257149,0.269831,0.29635,0.295473,0.299265,0.280798,0.243561,0.18852,0.15129
noHITL,2,0,38,97,3.95217,,0.916973,0,0.0704806,0.15,0.219951,0.27496,0.267535,0.265916,0.255938,0.256499,0.273879,0.286798,0.296194,0.296341,0.289486,0.244386,0.19752,0.153026
noHITL,2,0,38,98,1.49399,,0.345966,0,0.0704806,0.15,0.214973,0.271152,0.28665,0.264229,0.266825,0.260597,0.279802,0.295789,0.3,0.296854,0.279159,0.248215,0.205919,0.151478
noHITL,2,0,38,99,2.48612,,0.576427,0,0.0704806,0.150926,0.220104,0.258468,0.27497,0.275468,0.260193,0.273218,0.274499,0.291584,0.3,0.3,0.282728,0.251705,0.197503,0.15
noHITL,2,0,39,0,4.3096,,0.969459,0,0.0698579,0.15,0.221417,0.273085,0.27725,0.275961,0.259179,0.271337,0.284527,0.289952,0.3,0.297371,0.293374,0.245711,0.196458,0.151268
noHITL,2,0,39,1,4.29307,,0.965739,0,0.0698579,0.15,0.225994,0.266096,0.270415,0.267828,0.265907,0.263589,0.269428,0.290565,0.299641,0.3,0.295892,0.245426,0.192087,0.15
noHITL,2,0,39,2,4.27225,,0.961054,0,0.0698579,0.15,0.221707,0.275592,0.271963,0.26436,0.255505,0.262157,0.278238,0.28778,0.299406,0.298212,0.287333,0.247009,0.200914,0.150113
noHITL,2,0,39,3,4.26198,,0.958743,0,0.0698579,0.15,0.232412,0.269742,0.27017,0.266098,0.258688,0.26176,0.281041,0.291905,0.298215,0.298638,0.279987,0.246527,0.200505,0.15
noHITL,2,0,39,4,4.25911,,0.958096,0,0.0698579,0.15,0.225757,0.269888,0.267563,0.26138,0.260442,0.262628,0.277184,0.292534,0.299541,0.294778,0.280833,0.24307,0.201607,0.15
noHITL,2,0,39,5,0.0161344,,0.00327648,0,0.0698579,0.281524,0.256667,0.180923,0.239747,0.188378,0.229802,0.234831,0.28125,0.259208,0.282904,0.293683,0.259523,0.295193,0.274935,0.178457
noHITL,2,0,39,6,0.00415691,,0.000581115,0,0.0698579,0.202762,0.187579,0.172016,0.242629,0.215799,0.285659,0.175635,0.151497,0.212362,0.203853,0.28254,0.15147,0.226343,0.182406,0.195634
noHITL,2,0,39,7,0.0138093,,0.00275324,0,0.0698579,0.259758,0.188686,0.165353,0.260606,0.153944,0.217132,0.225249,0.262273,0.233447,0.229219,0.211303,0.277786,0.200261,0.206368,0.24737
noHITL,2,0,39,8,0.0270776,,0.00573908,0,0.0698579,0.158493,0.2601,0.24588,0.178915,0.285949,0.291772,0.172328,0.180121,0.282587,0.248721,0.275331,0.267852,0.28641,0.234537,0.209986
noHITL,2,0,39,9,0.00157458,,0,0,0.0698579,0.270723,0.278256,0.279398,0.163233,0.175161,0.219971,0.150329,0.242697,0.162851,0.266809,0.162734,0.224577,0.151297,0.154736,0.278742
noHITL,2,0,39,10,0.00456546,,0.000673054,0,0.0698579,0.21866,0.270136,0.219613,0.291408,0.212028,0.23633,0.196635,0.207911,0.197915,0.268614,0.178824,0.178953,0.26936,0.242263,0.204841
noHITL,2,0,39,11,0.00643055,,0.00109277,0,0.0698579,0.202501,0.218199,0.204819,0.221641,0.202501,0.271394,0.267423,0.281658,0.221734,0.284169,0.280839,0.222181,0.16859,0.225957,0.220742
noHITL,2,0,39,12,0.0170691,,0.00348682,0,0.0698579,0.223046,0.180915,0.18034,0.208535,0.235747,0.255806,0.153687,0.254866,0.216988,0.153194,0.296258,0.203275,0.272315,0.256853,0.204976
noHITL,2,0,39,13,0.0359804,,0.00774254,0,0.0698579,0.244904,0.221374,0.166558,0.176408,0.185272,0.220587,0.292208,0.202256,0.206807,0.236814,0.192093,0.249334,0.272001,0.29208,0.249684
noHITL,2,0,39,14,0.0075317,,0.00134056,0,0.0698579,0.157553,0.214311,0.29645,0.166407,0.243749,0.166692,0.222527,0.175978,0.169496,0.276558,0.186727,0.187127,0.272161,0.285804,0.256995
noHITL,2,0,39,15,4.44532,,1,0,0.0698579,0.15,0.223152,0.266481,0.275881,0.272979,0.26367,0.271371,0.280408,0.291238,0.298381,0.3,0.28078,0.243061,0.196048,0.15
noHITL,2,0,39,16,4.21704,,0.948629,0,0.0698579,0.15,0.224483,0.266142,0.269352,0.264953,0.269808,0.275673,0.277128,0.291958,0.293428,0.294588,0.28259,0.237615,0.195904,0.151646
noHITL,2,0,39,17,3.9855,,0.896525,0,0.0698579,0.15081,0.219458,0.280297,0.271586,0.268915,0.269952,0.276668,0.277131,0.286287,0.294074,0.295264,0.283033,0.245446,0.187087,0.153453
noHITL,2,0,39,18,1.52387,,0.342571,0,0.0698579,0.151324,0.227712,0.268754,0.273015,0.270595,0.265684,0.27908,0.274708,0.284939,0.291144,0.3,0.296082,0.241784,0.194174,0.15
noHITL,2,0,39,19,4.12364,,0.92761,0,0.0698579,0.151026,0.234899,0.270249,0.266631,0.26389,0.263011,0.262147,0.279395,0.290293,0.296287,0.299887,0.295107,0.245588,0.19314,0.151801
noHITL,2,0,39,20,3.69756,,0.831727,0,0.0698579,0.153115,0.239218,0.264504,0.270457,0.267298,0.2626,0.267046,0.280051,0.283776,0.292348,0.3,0.277504,0.25033,0.198992,0.155512
noHITL,2,0,39,21,1.57066,,0.353101,0,0.0698579,0.15,0.228222,0.274303,0.267178,0.265427,0.26799,0.267212,0.283345,0.290483,0.3,0.297001,0.277709,0.239634,0.202844,0.15
noHITL,2,0,39,22,2.51503,,0.565618,0,0.0698579,0.15,0.237972,0.263332,0.270389,0.262743,0.262269,0.25741,0.27606,0.296844,0.3,0.3,0.3,0.2427,0.199531,0.15
noHITL,2,0,39,23,2.60969,,0.586918,0,0.0698579,0.150101,0.227524,0.266031,0.273071,0.276369,0.261731,0.264695,0.277038,0.287129,0.3,0.3,0.288368,0.248124,0.203462,0.150107
noHITL,2,0,39,24,1.54102,,0.34643,0,0.0698579,0.15,0.220503,0.273493,0.278717,0.27079,0.255607,0.263601,0.288225,0.288012,0.29869,0.3,0.288108,0.248509,0.199769,0.15
noHITL,2,0,39,25,4.22423,,0.950248,0,0.0698579,0.15,0.224308,0.270744,0.279594,0.264679,0.255973,0.260612,0.279815,0.288124,0.296655,0.296609,0.289768,0.250245,0.200174,0.150061
noHITL,2,0,39,26,3.8452,,0.864953,0,0.0698579,0.150727,0.233451,0.26405,0.279401,0.271578,0.260899,0.263115,0.269867,0.28873,0.295241,0.3,0.283377,0.251945,0.198387,0.154539
noHITL,2,0,39,27,3.96714,,0.892394,0,0.0698579,0.151256,0.237949,0.247306,0.276039,0.271186,0.260209,0.260944,0.272523,0.285523,0.29756,0.299489,0.293855,0.24438,0.197173,0.15
noHITL,2,0,39,28,4.11084,,0.924732,0,0.0698579,0.150662,0.218806,0.270232,0.268893,0.264083,0.258877,0.271149,0.279869,0.293714,0.3,0.298971,0.28187,0.246307,0.20366,0.153671
noHITL,2,0,39,29,1.58972,,0.357389,0,0.0698579,0.15,0.220836,0.26972,0.277804,0.27398,0.265151,0.279898,0.277849,0.284722,0.296362,0.3,0.282435,0.250202,0.202926,0.15
noHITL,2,0,39,30,1.39263,,0.313036,0,0.0698579,0.153784,0.226985,0.271507,0.268939,0.274347,0.255084,0.262467,0.283871,0.28643,0.29608,0.3,0.283307,0.246158,0.2023,0.150262
noHITL,2,0,39,31,1.45639,,0.327386,0,0.0698579,0.150305,0.218504,0.274803,0.266683,0.269994,0.267119,0.262782,0.282533,0.2894,0.29339,0.294809,0.279236,0.240589,0.193613,0.153054
noHITL,2,0,39,32,4.20251,,0.945359,0,0.0698579,0.15,0.216547,0.264439,0.275522,0.272985,0.262584,0.26,0.269646,0.286357,0.2996,0.3,0.286275,0.250607,0.196091,0.150354
noHITL,2,0,39,33,3.93921,,0.886108,0,0.0698579,0.151943,0.228895,0.260656,0.272582,0.279466,0.261199,0.272753,0.278484,0.289381,0.298483,0.299349,0.282224,0.244917,0.203788,0.15337
noHITL,2,0,39,34,4.33388,,0.974923,0,0.0698579,0.151224,0.224789,0.26317,0.268773,0.269508,0.266112,0.266976,0.272865,0.288829,0.29879,0.3,0.291586,0.249152,0.205509,0.15
noHITL,2,0,39,35,1.5091,,0.339246,0,0.0698579,0.15,0.223669,0.279171,0.269518,0.264279,0.266243,0.270512,0.2687,0.2843,0.3,0.296036,0.284076,0.235083,0.197388,0.15
noHITL,2,0,39,36,4.01147,,0.902369,0,0.0698579,0.15,0.219592,0.255445,0.27401,0.274308,0.25331,0.276047,0.278162,0.285541,0.297137,0.3,0.281513,0.251764,0.206973,0.150285
