exp_id,seed,k_eval,gen,id,t_spin,h_anchor,h_guard,t_norm,h_norm,diversity,r_0,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,r_13,r_14
HITL,2,40,18,37,2.80255,3.97214,3.40019,0.99722,0.285104,0.0775043,0.15,0.196475,0.242334,0.296075,0.278412,0.239209,0.197856,0.193123,0.218009,0.261477,0.288192,0.283829,0.261778,0.228942,0.15
HITL,2,40,18,38,0.824631,4.1812,3.61998,0.29296,0.304286,0.0775043,0.15,0.210945,0.242205,0.28804,0.267254,0.239383,0.18957,0.200088,0.213841,0.258952,0.285681,0.272208,0.273853,0.242622,0.158604
HITL,2,40,18,39,2.41553,4.1812,3.77131,0.859418,0.311096,0.0775043,0.1503,0.19574,0.225292,0.288748,0.270898,0.260284,0.193145,0.198626,0.225001,0.264617,0.268467,0.271445,0.256578,0.24068,0.15
HITL,2,40,18,40,2.36048,4.1812,3.71386,0.839814,0.308511,0.0775043,0.153541,0.187399,0.251271,0.288512,0.268903,0.260346,0.189646,0.194149,0.22938,0.253076,0.263139,0.278334,0.271755,0.242005,0.15
HITL,2,40,18,41,2.76952,3.97214,3.51408,0.985459,0.290229,0.0775043,0.150314,0.19745,0.241527,0.28713,0.29328,0.246052,0.182853,0.202051,0.222835,0.259475,0.273851,0.288395,0.268869,0.239026,0.15
HITL,2,40,18,42,2.41349,4.1812,3.77636,0.858691,0.311323,0.0775043,0.15,0.201187,0.244143,0.292291,0.273417,0.232995,0.180672,0.187267,0.220382,0.253109,0.256046,0.258947,0.267245,0.253224,0.152785
HITL,2,40,18,43,2.53882,3.97214,3.51034,0.903314,0.29006,0.0775043,0.15,0.189418,0.248039,0.278914,0.284606,0.240745,0.187806,0.214017,0.223134,0.256147,0.266678,0.274408,0.269359,0.230418,0.151386
HITL,2,40,18,44,2.69698,3.97214,3.44716,0.959629,0.287218,0.0775043,0.15,0.205853,0.247392,0.3,0.278552,0.239118,0.190932,0.197672,0.220936,0.258042,0.284299,0.270426,0.262258,0.238175,0.15
HITL,2,40,18,45,0.911848,3.97214,3.38045,0.324014,0.284216,0.0775043,0.15,0.203963,0.246108,0.287694,0.286058,0.238048,0.186663,0.199189,0.227631,0.253646,0.285107,0.267214,0.268863,0.242407,0.155601
HITL,2,40,18,46,0.85025,3.97214,3.64244,0.302081,0.296005,0.0775043,0.155249,0.201064,0.237223,0.295324,0.289442,0.258857,0.190469,0.200296,0.224441,0.269873,0.262567,0.283186,0.265079,0.253485,0.15
HITL,2,40,18,47,2.79093,4.1812,3.41389,0.993081,0.295012,0.0775043,0.15,0.196431,0.254562,0.294184,0.273821,0.259693,0.203896,0.194948,0.227749,0.253023,0.291236,0.286213,0.266899,0.247761,0.15
HITL,2,40,18,48,2.56782,3.97214,3.50544,0.91364,0.28984,0.0775043,0.153706,0.192818,0.250629,0.274791,0.284143,0.242499,0.189935,0.204067,0.231484,0.26894,0.27316,0.272703,0.266895,0.233033,0.15
HITL,2,40,18,49,2.68267,4.1812,3.67755,0.954536,0.306876,0.0775043,0.15,0.188374,0.256116,0.298027,0.281386,0.244631,0.191751,0.182084,0.221585,0.27181,0.277,0.281286,0.267333,0.2408,0.15
HITL,2,40,18,50,2.50326,4.1812,3.72379,0.890655,0.308958,0.0775043,0.153524,0.212834,0.250061,0.283249,0.282655,0.240147,0.183242,0.191589,0.20803,0.262845,0.274398,0.277999,0.271359,0.230293,0.15
HITL,2,40,18,51,2.81036,3.97214,3.50142,1,0.289659,0.0775043,0.15,0.202455,0.244024,0.3,0.273736,0.242145,0.201478,0.201284,0.223578,0.259707,0.273162,0.282246,0.269636,0.248669,0.15
HITL,2,40,18,52,0.919494,3.97214,3.63583,0.326737,0.295708,0.0775043,0.154268,0.198551,0.249856,0.3,0.280548,0.240736,0.189729,0.202754,0.216636,0.278857,0.271954,0.281885,0.269671,0.252772,0.15
HITL,2,40,18,53,2.55766,3.97214,3.60793,0.910022,0.294452,0.0775043,0.15,0.200229,0.242837,0.3,0.27946,0.244293,0.189104,0.20945,0.219122,0.261783,0.264863,0.29034,0.269824,0.249275,0.15
HITL,2,40,18,54,0.944928,3.97214,3.44268,0.335793,0.287016,0.0775043,0.150654,0.202004,0.244516,0.289376,0.275251,0.245163,0.175484,0.192053,0.232013,0.265412,0.287787,0.270341,0.270996,0.241219,0.15
HITL,2,40,18,55,2.39896,4.1812,3.80517,0.853517,0.312619,0.0775043,0.15,0.186361,0.231093,0.299092,0.26835,0.256144,0.185137,0.201692,0.218472,0.265154,0.271586,0.282588,0.265784,0.245002,0.15
HITL,2,40,18,56,2.31653,4.1812,3.72017,0.824168,0.308794,0.0775043,0.15073,0.193157,0.236503,0.3,0.276436,0.265776,0.175796,0.180528,0.219225,0.267904,0.278727,0.272122,0.26341,0.242537,0.152507
HITL,2,40,18,57,2.28785,3.97214,3.60769,0.813954,0.294441,0.0775043,0.158889,0.202441,0.246565,0.289836,0.284564,0.240647,0.174946,0.20609,0.216981,0.269413,0.276946,0.280306,0.278301,0.239207,0.150637
HITL,2,40,18,58,0.790197,4.1812,3.86916,0.280699,0.315499,0.0775043,0.154599,0.202744,0.23941,0.3,0.279399,0.245654,0.186553,0.195647,0.21079,0.289845,0.274708,0.280536,0.266702,0.241408,0.154555
HITL,2,40,18,59,2.06534,4.1812,3.83118,0.734728,0.31379,0.0775043,0.16089,0.204877,0.241488,0.285917,0.284423,0.245893,0.192175,0.197496,0.218638,0.252977,0.257398,0.275541,0.262604,0.234377,0.15448
HITL,2,40,18,60,2.5327,4.1812,3.69685,0.901138,0.307745,0.0775043,0.15,0.192725,0.254712,0.298082,0.280645,0.248091,0.180266,0.193014,0.235431,0.248964,0.25691,0.280547,0.274744,0.246707,0.150043
HITL,2,40,18,61,0.834914,4.1812,3.83812,0.296621,0.314102,0.0775043,0.15,0.199213,0.23343,0.284613,0.283162,0.240492,0.179963,0.21386,0.21367,0.258243,0.26061,0.277163,0.269193,0.245015,0.151666
HITL,2,40,18,62,2.32766,4.1812,3.79566,0.82813,0.312192,0.0775043,0.153775,0.18745,0.226529,0.287814,0.271785,0.240165,0.18748,0.193579,0.217484,0.271428,0.276311,0.272807,0.262433,0.234921,0.150365
HITL,2,40,18,63,2.30235,3.97214,3.50605,0.819118,0.289868,0.0775043,0.156093,0.194653,0.260442,0.291834,0.272657,0.256762,0.180619,0.199566,0.21686,0.25965,0.280684,0.271796,0.266058,0.246934,0.15
HITL,2,40,18,64,2.24979,3.97214,3.47749,0.800402,0.288582,0.0775043,0.1563,0.190415,0.253726,0.297441,0.275727,0.262885,0.181293,0.207417,0.238044,0.270075,0.280395,0.274152,0.271597,0.243703,0.155873
HITL,2,40,18,65,0.953987,3.97214,3.47876,0.339018,0.28864,0.0775043,0.15,0.1887,0.24845,0.295866,0.277824,0.238743,0.171388,0.199879,0.238498,0.265014,0.278701,0.269844,0.271003,0.24837,0.15
HITL,2,40,18,66,2.09336,3.97214,3.54461,0.744703,0.291603,0.0775043,0.155835,0.188964,0.24661,0.286767,0.284181,0.235136,0.17499,0.19879,0.222137,0.258358,0.273742,0.270579,0.266749,0.254028,0.159182
HITL,2,40,18,67,2.5279,4.1812,3.79806,0.899426,0.312299,0.0775043,0.15,0.201759,0.239647,0.3,0.270932,0.248627,0.185629,0.201225,0.229396,0.265273,0.270174,0.277214,0.256767,0.240738,0.15
HITL,2,40,18,68,2.50426,3.97214,3.4491,0.891011,0.287305,0.0775043,0.151964,0.198535,0.232391,0.299397,0.278165,0.238749,0.193721,0.199187,0.225723,0.270128,0.289099,0.281692,0.270148,0.234811,0.153742
HITL,2,40,18,69,2.77361,3.97214,3.43631,0.986914,0.286729,0.0775043,0.15,0.194265,0.248804,0.291942,0.278151,0.245878,0.189241,0.206403,0.228767,0.261382,0.282538,0.283473,0.272561,0.254074,0.152152
HITL,2,40,18,70,2.59356,3.97214,3.51327,0.922807,0.290192,0.0775043,0.154049,0.196419,0.247794,0.282271,0.283085,0.24453,0.188676,0.19915,0.224689,0.257969,0.275004,0.280459,0.266736,0.247231,0.15
HITL,2,40,18,71,2.39999,3.97214,3.54598,0.853884,0.291664,0.0775043,0.153739,0.205893,0.241614,0.287604,0.278494,0.243517,0.179151,0.20306,0.232085,0.265951,0.277838,0.277492,0.268472,0.245341,0.155024
HITL,2,40,18,72,2.52755,4.1812,3.68891,0.899303,0.307388,0.0775043,0.152388,0.188167,0.258274,0.282195,0.284546,0.240638,0.186397,0.213467,0.229265,0.260305,0.266578,0.275936,0.270267,0.232163,0.15
HITL,2,40,18,73,2.50755,4.1812,3.62174,0.892182,0.304365,0.0775043,0.15,0.198674,0.262326,0.297257,0.27168,0.253163,0.168551,0.189571,0.214285,0.260263,0.285533,0.278569,0.261714,0.23818,0.15
HITL,2,40,18,74,2.69147,3.97214,3.41302,0.957668,0.285681,0.0775043,0.150627,0.202773,0.264143,0.3,0.291029,0.265512,0.187693,0.202495,0.234052,0.265211,0.270803,0.278157,0.272799,0.255704,0.154626
HITL,2,40,18,75,2.67916,3.97214,3.49596,0.953284,0.289413,0.0775043,0.152689,0.191047,0.237934,0.29569,0.281481,0.237005,0.181072,0.206261,0.233832,0.263119,0.27412,0.2763,0.278899,0.262896,0.15
HITL,2,40,18,76,2.67189,3.97214,3.47263,0.950698,0.288364,0.0775043,0.151123,0.199789,0.245118,0.3,0.287521,0.241025,0.187498,0.198531,0.225211,0.267907,0.283595,0.276178,0.275989,0.23198,0.152287
HITL,2,40,18,77,2.65553,3.97214,3.5924,0.94487,0.293753,0.0775043,0.15,0.203955,0.242723,0.289355,0.279315,0.244037,0.185644,0.206047,0.225373,0.269219,0.270933,0.285544,0.270115,0.232506,0.15
HITL,2,40,18,78,2.41036,4.1812,3.69566,0.857575,0.307691,0.0775043,0.15,0.184682,0.236237,0.295377,0.27018,0.259912,0.19736,0.197327,0.232334,0.258314,0.267215,0.277129,0.262015,0.248128,0.153755
HITL,2,40,18,79,2.32983,4.1812,3.75311,0.828902,0.310277,0.0775043,0.157683,0.190228,0.250889,0.291571,0.281251,0.242128,0.182707,0.208151,0.224957,0.263533,0.274506,0.285941,0.260118,0.229302,0.15
HITL,2,40,18,80,0.770518,4.1812,3.85916,0.273692,0.315049,0.0775043,0.153829,0.206884,0.238209,0.2889,0.271724,0.266444,0.186891,0.19724,0.220256,0.268505,0.260597,0.281229,0.268954,0.23582,0.15394
HITL,2,40,18,81,2.5604,4.1812,3.71578,0.910999,0.308597,0.0775043,0.15,0.192765,0.242568,0.285281,0.288348,0.269059,0.18134,0.198101,0.222654,0.255219,0.26424,0.283217,0.258686,0.234853,0.15
HITL,2,40,18,82,0.830629,3.97214,3.62943,0.295095,0.295419,0.0775043,0.156502,0.193822,0.242583,0.291472,0.274634,0.24546,0.190682,0.190323,0.225398,0.276367,0.269281,0.291911,0.263029,0.249187,0.15
HITL,2,40,18,83,2.57289,4.1812,3.57724,0.915445,0.302362,0.0775043,0.150667,0.192553,0.254416,0.29477,0.283381,0.239098,0.197599,0.192153,0.22623,0.260304,0.281117,0.276387,0.27517,0.245708,0.156107
HITL,2,40,18,84,2.78983,4.1812,3.67775,0.992688,0.306886,0.0775043,0.15,0.200045,0.251143,0.3,0.293263,0.236283,0.178305,0.189068,0.214755,0.260158,0.275342,0.281383,0.276084,0.236008,0.15
HITL,2,40,18,85,2.80321,3.97214,3.46943,0.997453,0.28822,0.0775043,0.15,0.201344,0.239542,0.290822,0.287681,0.247848,0.206312,0.206788,0.219192,0.262798,0.275482,0.271577,0.269471,0.238135,0.15
HITL,2,40,18,86,2.46644,3.97214,3.45699,0.877545,0.28766,0.0775043,0.157438,0.19192,0.253618,0.282606,0.285619,0.235337,0.191786,0.212727,0.234994,0.257062,0.270205,0.284783,0.258692,0.232801,0.15
HITL,2,40,18,87,2.40398,3.97214,3.56597,0.855302,0.292564,0.0775043,0.151455,0.1902,0.245772,0.286707,0.280115,0.236874,0.173908,0.19587,0.221544,0.270387,0.274742,0.277569,0.276459,0.256179,0.15487
HITL,2,40,18,88,0.808326,4.1812,3.86981,0.287154,0.315528,0.0775043,0.154654,0.19648,0.229878,0.3,0.274783,0.257227,0.190444,0.202215,0.223307,0.264115,0.260824,0.276595,0.26087,0.252045,0.15
HITL,2,40,18,89,0.898842,3.97214,3.47573,0.319383,0.288503,0.0775043,0.154304,0.207177,0.246809,0.297546,0.283123,0.24478,0.168956,0.196009,0.230204,0.272921,0.285701,0.27066,0.276223,0.256391,0.15
HITL,2,40,18,90,2.1978,4.1812,3.62979,0.781891,0.304727,0.0775043,0.15,0.207933,0.235157,0.3,0.278144,0.240304,0.185719,0.186151,0.231803,0.270168,0.285607,0.272331,0.266975,0.23941,0.159789
HITL,2,40,18,91,2.39108,4.1812,3.75142,0.850711,0.310201,0.0775043,0.15,0.200212,0.24187,0.293702,0.275003,0.242728,0.177146,0.202896,0.228261,0.255899,0.269969,0.284076,0.267014,0.24722,0.157616
HITL,2,40,18,92,0.849891,4.1812,3.80792,0.301954,0.312743,0.0775043,0.15,0.192138,0.24859,0.281682,0.27335,0.237782,0.187457,0.196262,0.20879,0.279552,0.272479,0.27951,0.266938,0.236152,0.154731
HITL,2,40,18,93,2.71837,4.1812,3.65999,0.967247,0.306086,0.0775043,0.15,0.199675,0.245629,0.276862,0.268205,0.245285,0.191262,0.19997,0.222376,0.267292,0.281804,0.276327,0.270626,0.235097,0.15
HITL,2,40,18,94,0.843888,4.1812,3.74518,0.299816,0.30992,0.0775043,0.155511,0.190678,0.243511,0.293087,0.284997,0.251821,0.179086,0.209935,0.228137,0.264086,0.273022,0.27171,0.282047,0.235048,0.153332
HITL,2,40,18,95,0.99189,3.97214,3.39393,0.352514,0.284822,0.0775043,0.15,0.192684,0.245069,0.28432,0.286738,0.233278,0.187416,0.20615,0.23816,0.263172,0.281306,0.274097,0.275336,0.237731,0.152498
HITL,2,40,18,96,0.743502,3.97214,3.64641,0.264073,0.296184,0.0775043,0.160014,0.194953,0.236336,0.296599,0.277061,0.244216,0.190247,0.2056,0.229224,0.271619,0.271294,0.275102,0.261295,0.234623,0.158937
HITL,2,40,18,97,2.33588,4.1812,3.777,0.831056,0.311352,0.0775043,0.15052,0.200771,0.244345,0.294068,0.275949,0.24771,0.176436,0.195546,0.215742,0.258219,0.272582,0.287464,0.258373,0.243499,0.154531
HITL,2,40,18,98,0.930684,4.1812,3.77223,0.330721,0.311137,0.0775043,0.15,0.195009,0.240698,0.280638,0.272102,0.257126,0.198455,0.201591,0.230519,0.276534,0.265536,0.275707,0.261334,0.245839,0.152036
HITL,2,40,18,99,2.06532,4.1812,3.74409,0.734719,0.309871,0.0775043,0.15,0.193682,0.235725,0.28128,0.287034,0.236307,0.180155,0.205693,0.21666,0.255271,0.26238,0.288021,0.276373,0.238294,0.163303
HITL,2,40,19,0,2.58888,4.1812,3.7232,0.91071,0.308931,0.0785577,0.15,0.199526,0.252776,0.29899,0.277176,0.245248,0.177299,0.186251,0.215577,0.265537,0.279009,0.28115,0.268666,0.236161,0.151944
HITL,2,40,19,1,2.49761,4.1812,3.7643,0.878577,0.31078,0.0785577,0.15,0.192641,0.230116,0.292832,0.271945,0.259013,0.1871,0.197281,0.228447,0.260971,0.269998,0.273906,0.261442,0.242426,0.150156
HITL,2,40,19,2,2.36053,4.1812,3.81547,0.830322,0.313083,0.0785577,0.153602,0.199595,0.249562,0.287577,0.274174,0.237143,0.180767,0.19567,0.219203,0.253875,0.260192,0.271495,0.271703,0.243323,0.15301
HITL,2,40,19,3,2.78983,3.97214,3.49387,0.981449,0.289319,0.0785577,0.15,0.200045,0.251143,0.3,0.293263,0.236283,0.178305,0.189068,0.214755,0.260158,0.275342,0.281383,0.276084,0.236008,0.15
HITL,2,40,19,4,2.35043,4.1812,3.75984,0.826765,0.31058,0.0785577,0.15,0.212153,0.240823,0.286475,0.281453,0.236867,0.188556,0.212215,0.215253,0.252239,0.258978,0.279255,0.273756,0.240512,0.153483
HITL,2,40,19,5,0.0211346,3.90057,3.90057,0.00675973,0.30444,0.0785577,0.191263,0.286977,0.151494,0.25511,0.299223,0.203678,0.225218,0.239063,0.296129,0.289257,0.210789,0.153428,0.278449,0.182423,0.226332
HITL,2,40,19,6,0.0201866,3.90057,3.90057,0.00642601,0.30444,0.0785577,0.282822,0.15901,0.177311,0.250069,0.280575,0.279599,0.250574,0.294315,0.231076,0.188535,0.225457,0.216754,0.209604,0.177244,0.197233
HITL,2,40,19,7,0.00564178,3.90057,3.90057,0.00130565,0.30444,0.0785577,0.213601,0.292037,0.206508,0.223814,0.19685,0.197772,0.156127,0.232717,0.216081,0.247222,0.257825,0.215858,0.211445,0.203685,0.242256
HITL,2,40,19,8,0.0533014,3.90057,3.90057,0.0180837,0.30444,0.0785577,0.179118,0.297585,0.269476,0.278246,0.262599,0.266119,0.273765,0.194011,0.230954,0.233939,0.192568,0.244704,0.277398,0.155662,0.154025
HITL,2,40,19,9,0.0340475,3.90057,3.90057,0.0113056,0.30444,0.0785577,0.217988,0.17352,0.260566,0.213115,0.205056,0.250203,0.23236,0.262992,0.218549,0.171039,0.211879,0.234447,0.259969,0.264033,0.159164
HITL,2,40,19,10,0.00353308,3.90057,3.90057,0.000563301,0.30444,0.0785577,0.204026,0.188536,0.284786,0.179489,0.224021,0.190624,0.266717,0.295927,0.245832,0.266553,0.167907,0.210607,0.188904,0.270473,0.190132
HITL,2,40,19,11,0.00193298,3.90057,3.90057,0,0.30444,0.0785577,0.289532,0.240654,0.184238,0.247753,0.211958,0.223703,0.151942,0.194805,0.160035,0.263934,0.16868,0.180632,0.204895,0.264127,0.257022
HITL,2,40,19,12,0.00368598,3.90057,3.90057,0.000617127,0.30444,0.0785577,0.254868,0.245901,0.252775,0.250811,0.227355,0.254255,0.295553,0.152457,0.227613,0.231252,0.19219,0.202442,0.157659,0.27508,0.254633
HITL,2,40,19,13,0.0152394,3.90057,3.90057,0.0046844,0.30444,0.0785577,0.156546,0.17579,0.260208,0.203282,0.283783,0.179593,0.217994,0.26135,0.275156,0.158459,0.202688,0.296575,0.237935,0.178286,0.251263
HITL,2,40,19,14,0.00974218,3.90057,3.90057,0.00274915,0.30444,0.0785577,0.283149,0.188948,0.171276,0.245375,0.166796,0.208374,0.295674,0.231463,0.170699,0.175537,0.151357,0.15847,0.207203,0.254389,0.268726
HITL,2,40,19,15,0.761555,3.97214,3.67887,0.267417,0.297645,0.0785577,0.159692,0.191573,0.239358,0.287255,0.274477,0.24198,0.18551,0.211113,0.209822,0.256403,0.262377,0.269969,0.271275,0.239761,0.15
HITL,2,40,19,16,0.829627,3.97214,3.62784,0.291381,0.295348,0.0785577,0.154839,0.203511,0.249772,0.288347,0.280044,0.237464,0.181673,0.19061,0.221607,0.25411,0.252704,0.265643,0.271798,0.250205,0.154236
HITL,2,40,19,17,0.945903,3.97214,3.45093,0.332315,0.287387,0.0785577,0.153737,0.203444,0.248508,0.3,0.293138,0.243326,0.17649,0.18638,0.226593,0.255652,0.27795,0.274207,0.27701,0.239878,0.15
HITL,2,40,19,18,0.981016,3.77354,3.40828,0.344676,0.276641,0.0785577,0.15,0.197021,0.251964,0.298819,0.284083,0.243208,0.197284,0.207999,0.228994,0.272172,0.263587,0.281944,0.265421,0.238022,0.151161
HITL,2,40,19,19,2.79364,3.77354,3.31074,0.982791,0.272252,0.0785577,0.15,0.199612,0.254829,0.293742,0.284647,0.240653,0.193829,0.183382,0.217505,0.272758,0.277233,0.286128,0.272799,0.244416,0.15
HITL,2,40,19,20,2.49365,3.97214,3.55014,0.877185,0.291852,0.0785577,0.15,0.186889,0.238664,0.278266,0.287409,0.234943,0.186071,0.184128,0.214918,0.258361,0.2603,0.27717,0.277434,0.24179,0.15
HITL,2,40,19,21,2.64072,3.77354,3.33839,0.928957,0.273496,0.0785577,0.152291,0.204904,0.250045,0.3,0.288706,0.235168,0.174757,0.189627,0.213279,0.25964,0.275714,0.28143,0.279013,0.240089,0.15
HITL,2,40,19,22,2.57631,3.77354,3.37356,0.906285,0.275078,0.0785577,0.152143,0.203665,0.248876,0.290609,0.284991,0.24863,0.185023,0.20176,0.22498,0.25451,0.265829,0.281469,0.273643,0.249175,0.153233
HITL,2,40,19,23,2.56104,3.97214,3.45644,0.900906,0.287635,0.0785577,0.15,0.188212,0.228481,0.29617,0.276048,0.245106,0.196606,0.173694,0.213049,0.259676,0.27579,0.287234,0.267533,0.243668,0.15
HITL,2,40,19,24,2.56837,3.97214,3.57195,0.903489,0.292833,0.0785577,0.15122,0.203359,0.251784,0.294687,0.275215,0.248296,0.171323,0.188524,0.215621,0.269756,0.278059,0.28533,0.267473,0.235951,0.15
HITL,2,40,19,25,2.65542,3.97214,3.48736,0.934135,0.289026,0.0785577,0.151573,0.205124,0.243889,0.274516,0.272912,0.252755,0.190332,0.205639,0.233596,0.254378,0.26678,0.274473,0.269474,0.239354,0.15
HITL,2,40,19,26,2.50912,3.77354,3.35688,0.882631,0.274328,0.0785577,0.15,0.183475,0.245961,0.285815,0.278511,0.241799,0.190651,0.185742,0.219756,0.269284,0.272058,0.285818,0.27463,0.243804,0.15198
HITL,2,40,19,27,2.6757,3.77354,3.23178,0.941274,0.268698,0.0785577,0.150361,0.198883,0.245639,0.289738,0.276087,0.242917,0.177821,0.209454,0.240601,0.255151,0.282153,0.282707,0.26588,0.23543,0.151054
HITL,2,40,19,28,0.84447,3.97214,3.63791,0.296607,0.295801,0.0785577,0.151192,0.18932,0.255069,0.279735,0.283522,0.252963,0.177105,0.200275,0.221969,0.278112,0.264923,0.272902,0.261763,0.23646,0.151204
HITL,2,40,19,29,2.05809,3.97214,3.55095,0.72385,0.291888,0.0785577,0.155909,0.201557,0.258356,0.297494,0.273482,0.252937,0.185337,0.195479,0.208301,0.255214,0.272288,0.271731,0.262953,0.249591,0.159907
HITL,2,40,19,30,2.4718,3.97214,3.35197,0.869492,0.282934,0.0785577,0.15,0.198166,0.258741,0.288971,0.282286,0.2393,0.187357,0.197652,0.213549,0.247511,0.283213,0.286317,0.26561,0.230222,0.15747
HITL,2,40,19,31,2.63753,3.97214,3.53172,0.927834,0.291023,0.0785577,0.15,0.209384,0.243459,0.285379,0.279965,0.242462,0.185118,0.199749,0.218498,0.256456,0.27369,0.279475,0.262557,0.233275,0.15
HITL,2,40,19,32,2.3393,3.97214,3.65235,0.822847,0.296451,0.0785577,0.15,0.191068,0.246396,0.29051,0.272762,0.237431,0.175772,0.200096,0.212636,0.252192,0.255606,0.275621,0.267735,0.232688,0.150331
HITL,2,40,19,33,0.832498,3.97214,3.48918,0.292392,0.289108,0.0785577,0.158592,0.195842,0.253456,0.286382,0.270583,0.242471,0.177832,0.193357,0.228646,0.263435,0.283682,0.271718,0.272681,0.234664,0.15
HITL,2,40,19,34,0.791288,3.97214,3.59621,0.277884,0.293924,0.0785577,0.15,0.197474,0.217704,0.299397,0.275031,0.248646,0.173505,0.188871,0.222529,0.260468,0.267257,0.260213,0.267928,0.23982,0.151253
HITL,2,40,19,35,2.50483,3.97214,3.50808,0.881118,0.289959,0.0785577,0.150471,0.197705,0.254589,0.289813,0.272726,0.237755,0.188648,0.183284,0.209436,0.26242,0.275793,0.286626,0.261929,0.24298,0.151973
HITL,2,40,19,36,2.48073,3.97214,3.53991,0.872635,0.291391,0.0785577,0.15,0.194742,0.236809,0.294555,0.268836,0.258981,0.193654,0.196506,0.23311,0.259441,0.268162,0.276696,0.264764,0.241776,0.152117
HITL,2,40,19,37,2.44564,3.97214,3.48886,0.860282,0.289094,0.0785577,0.15,0.200754,0.226538,0.3,0.276176,0.251269,0.180683,0.187175,0.230881,0.269718,0.284531,0.273437,0.268059,0.239846,0.15
HITL,2,40,19,38,2.35443,3.97214,3.55091,0.828173,0.291886,0.0785577,0.15,0.190011,0.227735,0.289456,0.26913,0.267737,0.180933,0.198986,0.232383,0.264204,0.270291,0.269891,0.260061,0.242758,0.151455
HITL,2,40,19,39,2.47163,3.97214,3.47369,0.869432,0.288411,0.0785577,0.15,0.217416,0.244033,0.284359,0.278846,0.234334,0.185239,0.221297,0.224263,0.253505,0.26635,0.286922,0.271359,0.237366,0.151882
HITL,2,40,19,40,2.19241,3.97214,3.55207,0.771134,0.291938,0.0785577,0.156312,0.200332,0.226061,0.293927,0.284597,0.255036,0.173074,0.189776,0.230097,0.26338,0.276432,0.2825,0.269003,0.236638,0.152112
HITL,2,40,19,41,2.35576,3.97214,3.39426,0.82864,0.284837,0.0785577,0.15,0.200463,0.240954,0.277386,0.261156,0.236494,0.187547,0.201179,0.223624,0.264261,0.289011,0.277638,0.273624,0.239159,0.158974
HITL,2,40,19,42,2.39952,3.97214,3.57466,0.844048,0.292955,0.0785577,0.151925,0.199362,0.254007,0.290795,0.277566,0.227512,0.166479,0.192005,0.220018,0.25038,0.255676,0.286637,0.267488,0.24623,0.15
HITL,2,40,19,43,2.19851,3.97214,3.29209,0.773283,0.280239,0.0785577,0.15,0.205979,0.24893,0.269067,0.262666,0.23843,0.186115,0.213428,0.215828,0.244534,0.284065,0.27625,0.275412,0.241192,0.158659
HITL,2,40,19,44,2.54448,3.97214,3.51268,0.895077,0.290166,0.0785577,0.15,0.190645,0.234967,0.275679,0.279792,0.25168,0.18247,0.199392,0.223131,0.264057,0.278418,0.274896,0.269211,0.245095,0.152516
HITL,2,40,19,45,2.37834,3.77354,3.34269,0.83659,0.273689,0.0785577,0.15,0.198688,0.234912,0.283064,0.276347,0.244614,0.176067,0.204242,0.215882,0.248272,0.273576,0.281388,0.270587,0.245733,0.153155
HITL,2,40,19,46,2.26457,3.97214,3.57554,0.796537,0.292994,0.0785577,0.15,0.19274,0.23255,0.3,0.279193,0.239435,0.186268,0.184888,0.217247,0.270392,0.275918,0.27375,0.259619,0.231869,0.157244
HITL,2,40,19,47,0.842676,3.97214,3.61206,0.295975,0.294638,0.0785577,0.150153,0.196468,0.230705,0.294481,0.270186,0.261207,0.186265,0.196513,0.231508,0.272837,0.268206,0.27534,0.252493,0.244821,0.150605
HITL,2,40,19,48,2.37053,3.97214,3.5022,0.833839,0.289694,0.0785577,0.15,0.191031,0.226065,0.275204,0.269778,0.258778,0.192961,0.20061,0.221256,0.261702,0.274262,0.274684,0.265597,0.245779,0.155161
HITL,2,40,19,49,2.51427,3.77354,3.37038,0.884445,0.274935,0.0785577,0.157451,0.205924,0.253748,0.3,0.281371,0.254001,0.192359,0.19847,0.217069,0.264399,0.277108,0.277917,0.269735,0.244314,0.15
HITL,2,40,19,50,0.814107,3.97214,3.66435,0.285918,0.296991,0.0785577,0.150575,0.192438,0.253546,0.3,0.273871,0.249296,0.177615,0.199406,0.211901,0.273676,0.266267,0.274787,0.277265,0.25088,0.155882
HITL,2,40,19,51,2.84252,3.77354,3.26111,1,0.270018,0.0785577,0.150253,0.201594,0.253964,0.295697,0.278114,0.237011,0.199553,0.183931,0.224221,0.268821,0.280435,0.284299,0.262557,0.24291,0.15
HITL,2,40,19,52,2.54443,3.77354,3.31742,0.895061,0.272552,0.0785577,0.151074,0.195596,0.268132,0.282512,0.279635,0.246339,0.181972,0.198889,0.218296,0.270098,0.272717,0.283672,0.281192,0.246071,0.151252
HITL,2,40,19,53,2.31307,3.77354,3.43674,0.813612,0.277921,0.0785577,0.151268,0.203654,0.247637,0.3,0.278407,0.241801,0.189406,0.2043,0.205581,0.252662,0.260277,0.281337,0.268899,0.244992,0.154308
HITL,2,40,19,54,2.63641,3.77354,3.34753,0.92744,0.273907,0.0785577,0.15,0.197943,0.246641,0.279796,0.264639,0.239476,0.184285,0.211654,0.224905,0.267222,0.276299,0.284547,0.266367,0.232293,0.15
