exp_id,seed,k_eval,gen,id,t_spin,h_anchor,h_guard,t_norm,h_norm,diversity,r_0,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,r_13,r_14
HITL,2,40,85,54,0.00927177,6.98337,6.54241,0.0259534,0.560336,0.131712,0.234387,0.227185,0.211088,0.279877,0.215277,0.202563,0.280879,0.238902,0.258399,0.223739,0.223309,0.282697,0.187827,0.192876,0.150505
HITL,2,40,85,55,0.0067024,6.98337,6.79978,0.0159066,0.571918,0.131712,0.223105,0.261485,0.210671,0.280484,0.20459,0.20333,0.289191,0.241863,0.258403,0.227132,0.220388,0.282571,0.192851,0.197781,0.15
HITL,2,40,85,56,0.0231464,6.98337,6.72224,0.0802063,0.568428,0.131712,0.209298,0.273861,0.210239,0.280051,0.205475,0.205757,0.287446,0.24663,0.256628,0.223158,0.219086,0.282766,0.193296,0.192136,0.154803
HITL,2,40,85,57,0.00607075,6.98337,6.94758,0.0134367,0.578569,0.131712,0.225004,0.263058,0.211574,0.279396,0.206382,0.203415,0.287443,0.240276,0.257159,0.227089,0.219834,0.283243,0.165446,0.191436,0.150759
HITL,2,40,85,58,0.0198245,6.98337,3.9977,0.0672169,0.445824,0.131712,0.213073,0.277309,0.25381,0.255878,0.249538,0.19646,0.276768,0.161942,0.206398,0.265815,0.187717,0.234512,0.226497,0.191019,0.166245
HITL,2,40,85,59,0.0611517,6.98337,3.67601,0.228815,0.431348,0.131712,0.218387,0.266335,0.21072,0.225632,0.229056,0.21393,0.3,0.241994,0.199184,0.214924,0.223881,0.270247,0.299376,0.208723,0.177632
HITL,2,40,85,60,0.0152476,6.98337,3.70595,0.0493202,0.432695,0.131712,0.168109,0.224001,0.242756,0.156714,0.23946,0.190639,0.29459,0.240509,0.270759,0.230629,0.216396,0.24495,0.191873,0.196707,0.152583
HITL,2,40,85,61,0.0062416,6.98337,6.95503,0.0141048,0.578904,0.131712,0.222857,0.269324,0.211988,0.280413,0.2039,0.204362,0.292926,0.239999,0.257524,0.224928,0.219572,0.282369,0.164922,0.19331,0.15
HITL,2,40,85,62,0.00533251,6.98337,6.93805,0.01055,0.57814,0.131712,0.231488,0.269328,0.213561,0.283211,0.204047,0.203352,0.286842,0.239629,0.257697,0.232302,0.222997,0.281129,0.152025,0.192808,0.150758
HITL,2,40,85,63,0.0182841,6.98337,6.4904,0.0611936,0.557996,0.131712,0.229264,0.248154,0.21128,0.282768,0.219503,0.201908,0.281301,0.244083,0.262644,0.235883,0.228339,0.280304,0.207753,0.199218,0.152752
HITL,2,40,85,64,0.0195131,6.98337,6.54938,0.0659993,0.56065,0.131712,0.225497,0.269366,0.212985,0.282548,0.227818,0.203106,0.2872,0.239175,0.254483,0.233799,0.223143,0.280284,0.207636,0.190984,0.151038
HITL,2,40,85,65,0.00989981,6.98337,6.7315,0.0284091,0.568845,0.131712,0.197465,0.261442,0.213524,0.280337,0.20507,0.205875,0.289665,0.241751,0.258068,0.224454,0.2232,0.281169,0.168065,0.192947,0.153261
HITL,2,40,85,66,0.0241304,6.67139,4.07543,0.0840537,0.435456,0.131712,0.183755,0.283347,0.250886,0.211645,0.233705,0.194393,0.217699,0.229704,0.21241,0.202118,0.234054,0.15,0.283184,0.208491,0.183654
HITL,2,40,85,67,0.00654283,6.98337,6.74522,0.0152826,0.569463,0.131712,0.223584,0.237667,0.211525,0.278587,0.215376,0.204368,0.290134,0.241003,0.259354,0.227263,0.22186,0.281532,0.171791,0.191224,0.150315
HITL,2,40,85,68,0.00627325,6.98337,6.93989,0.0142285,0.578223,0.131712,0.223515,0.26133,0.211806,0.279873,0.205608,0.203895,0.292565,0.242012,0.258921,0.225714,0.219597,0.282958,0.167824,0.19331,0.15
HITL,2,40,85,69,0.0149618,6.98337,6.67861,0.0482027,0.566465,0.131712,0.237604,0.269126,0.213387,0.283808,0.205335,0.204058,0.28765,0.239599,0.261512,0.232665,0.222473,0.282174,0.2055,0.192572,0.150593
HITL,2,40,85,70,0.00510297,6.98337,6.96217,0.00965248,0.579226,0.131712,0.235542,0.262258,0.213172,0.280471,0.203389,0.203886,0.291557,0.24146,0.259236,0.225782,0.220637,0.280572,0.169469,0.195257,0.150902
HITL,2,40,85,71,0.00622177,6.98337,6.95318,0.0140272,0.578821,0.131712,0.222736,0.269697,0.211568,0.282938,0.204329,0.203032,0.29215,0.239446,0.25678,0.224933,0.220299,0.282052,0.165933,0.193069,0.151495
HITL,2,40,85,72,0.0195535,6.98337,6.57482,0.066157,0.561795,0.131712,0.224168,0.264793,0.211217,0.281421,0.210272,0.202598,0.288723,0.241731,0.244771,0.232381,0.226277,0.280853,0.208967,0.198199,0.151176
HITL,2,40,85,73,0.0167179,6.98337,6.47749,0.0550694,0.557415,0.131712,0.231299,0.239093,0.210133,0.280124,0.204963,0.201696,0.282589,0.238148,0.258083,0.226499,0.224424,0.282697,0.208506,0.191256,0.15
HITL,2,40,85,74,0.129901,6.98337,2.75455,0.497641,0.389882,0.131712,0.151356,0.268612,0.22193,0.265017,0.197621,0.196519,0.196395,0.169629,0.208843,0.28688,0.185173,0.190702,0.19719,0.174226,0.157781
HITL,2,40,85,75,0.0182652,6.98337,6.447,0.0611195,0.556043,0.131712,0.227151,0.235175,0.21377,0.280868,0.211442,0.202037,0.280457,0.239264,0.260205,0.228394,0.222469,0.282165,0.206227,0.196008,0.150422
HITL,2,40,85,76,0.0144216,6.67139,4.16117,0.0460902,0.439314,0.131712,0.225335,0.248316,0.208717,0.227479,0.231968,0.185962,0.249723,0.247593,0.242359,0.186537,0.253275,0.241284,0.187217,0.236376,0.18532
HITL,2,40,85,77,0.0154213,6.98337,6.7518,0.0499993,0.569759,0.131712,0.234493,0.26314,0.212133,0.278807,0.203044,0.204209,0.288891,0.24214,0.257597,0.224984,0.221632,0.28294,0.200396,0.192228,0.15
HITL,2,40,85,78,0.0482168,6.67139,3.67078,0.178237,0.417247,0.131712,0.173099,0.2658,0.251307,0.210522,0.265618,0.205344,0.241507,0.277698,0.197787,0.184546,0.17734,0.180614,0.243603,0.153977,0.177833
HITL,2,40,85,79,0.0278375,6.67139,6.66966,0.0985495,0.552196,0.131712,0.177831,0.225193,0.25188,0.182195,0.23306,0.159402,0.237914,0.258983,0.194664,0.193749,0.259089,0.243382,0.287339,0.235583,0.181746
HITL,2,40,85,80,0.0182117,6.98337,6.46062,0.0609103,0.556656,0.131712,0.227235,0.234065,0.212673,0.283757,0.211061,0.202605,0.285889,0.23779,0.259292,0.235451,0.222976,0.281461,0.203666,0.192707,0.151428
HITL,2,40,85,81,0.0255745,6.98337,6.38777,0.0897005,0.553377,0.131712,0.238379,0.234701,0.214234,0.280632,0.216257,0.204294,0.279658,0.2385,0.260128,0.228531,0.221008,0.28216,0.20961,0.190748,0.15
HITL,2,40,85,82,0.00557188,6.98337,6.77504,0.011486,0.570805,0.131712,0.235244,0.247986,0.213346,0.280461,0.210938,0.20244,0.292054,0.245146,0.260086,0.223898,0.222522,0.282771,0.189875,0.194382,0.15
HITL,2,40,85,83,0.00810904,6.98337,6.66877,0.0214069,0.566022,0.131712,0.239976,0.229251,0.211413,0.278388,0.210015,0.202788,0.286185,0.242489,0.259014,0.227175,0.220484,0.282114,0.173008,0.193852,0.15
HITL,2,40,85,84,0.00763081,6.98337,6.8664,0.0195369,0.574916,0.131712,0.213813,0.262834,0.21389,0.281574,0.205216,0.203879,0.291225,0.245847,0.258077,0.223476,0.21838,0.282386,0.176471,0.195611,0.151401
HITL,2,40,85,85,0.0143574,6.98337,4.37394,0.0458395,0.462755,0.131712,0.247484,0.276349,0.259067,0.260609,0.283003,0.198617,0.24813,0.209592,0.232892,0.24577,0.216344,0.281308,0.241555,0.17692,0.172326
HITL,2,40,85,86,0.0232683,6.98337,6.62625,0.0806828,0.564109,0.131712,0.21138,0.266559,0.213311,0.286074,0.205225,0.202412,0.286911,0.240805,0.259522,0.232824,0.220361,0.282739,0.202175,0.196632,0.15
HITL,2,40,85,87,0.0806369,6.98337,4.5408,0.305007,0.470264,0.131712,0.186632,0.246846,0.241541,0.212507,0.237547,0.197492,0.264755,0.243019,0.241126,0.195131,0.233556,0.267077,0.233798,0.205824,0.188886
HITL,2,40,85,88,0.00592635,6.98337,6.94997,0.012872,0.578676,0.131712,0.226381,0.260966,0.211733,0.279334,0.203574,0.203414,0.288257,0.243027,0.257538,0.223687,0.221041,0.282427,0.166176,0.192171,0.151362
HITL,2,40,85,89,0.0227524,6.98337,6.517,0.0786657,0.559193,0.131712,0.243052,0.231475,0.212385,0.281139,0.214316,0.201971,0.284299,0.242528,0.2582,0.228504,0.22174,0.282095,0.196977,0.191147,0.1509
HITL,2,40,85,90,0.021921,6.98337,6.68759,0.0754145,0.566869,0.131712,0.213522,0.264143,0.209274,0.279489,0.202727,0.204756,0.28745,0.241975,0.257784,0.226502,0.221495,0.282943,0.199296,0.196534,0.15
HITL,2,40,85,91,0.00523973,6.98337,6.91894,0.0101872,0.57728,0.131712,0.235732,0.264662,0.212682,0.281161,0.215594,0.204495,0.281305,0.238902,0.258194,0.226481,0.220722,0.284391,0.174128,0.193015,0.151125
HITL,2,40,85,92,0.00903694,6.98337,6.7817,0.0250351,0.571104,0.131712,0.204661,0.271947,0.211112,0.279021,0.204382,0.204857,0.285488,0.243471,0.257704,0.224178,0.2214,0.282093,0.180179,0.195247,0.150427
HITL,2,40,85,93,0.0180979,6.98337,6.68748,0.0604655,0.566864,0.131712,0.226014,0.26978,0.213165,0.284743,0.204409,0.203185,0.285838,0.238395,0.257175,0.231609,0.223064,0.280415,0.203731,0.190113,0.151217
HITL,2,40,85,94,0.0247737,6.98337,5.67326,0.0865695,0.521225,0.131712,0.24604,0.241972,0.256626,0.285154,0.226451,0.198815,0.276823,0.226397,0.247249,0.274621,0.217198,0.268383,0.206712,0.185949,0.156552
HITL,2,40,85,95,0.00506869,6.98337,6.98061,0.00951845,0.580055,0.131712,0.235475,0.271402,0.212816,0.280563,0.20612,0.204287,0.290698,0.243801,0.260256,0.223827,0.221175,0.282674,0.162242,0.195202,0.15
HITL,2,40,85,96,0.0158376,6.98337,6.43264,0.0516272,0.555396,0.131712,0.236764,0.237608,0.212836,0.28073,0.213352,0.200538,0.285632,0.240213,0.25697,0.231159,0.222354,0.28098,0.210099,0.190773,0.151546
HITL,2,40,85,97,0.016577,6.98337,6.61309,0.0545183,0.563517,0.131712,0.233123,0.259795,0.213015,0.282583,0.214748,0.203779,0.279639,0.240559,0.257493,0.228342,0.221482,0.282006,0.207404,0.192152,0.150435
HITL,2,40,85,98,0.0245097,6.98337,4.16767,0.0855369,0.453473,0.131712,0.237486,0.219997,0.245395,0.281682,0.209462,0.184953,0.230101,0.251046,0.217476,0.193585,0.24916,0.246355,0.254782,0.192053,0.183285
HITL,2,40,85,99,0.00620985,6.98337,6.93943,0.0139806,0.578202,0.131712,0.224212,0.26073,0.21247,0.279149,0.202694,0.202829,0.292024,0.244077,0.259185,0.226819,0.219768,0.282694,0.166723,0.193384,0.15
HITL,2,40,86,0,0.258375,6.6342,4.77703,0.778359,0.465376,0.189031,0.189457,0.219023,0.248907,0.25508,0.221468,0.182816,0.22413,0.249502,0.264823,0.209399,0.226465,0.287256,0.19528,0.18474,0.171964
HITL,2,40,86,1,0.0231502,6.98337,6.68147,0.0655393,0.566594,0.189031,0.21058,0.263868,0.211058,0.279732,0.205161,0.203009,0.287686,0.241468,0.257719,0.227202,0.221482,0.282992,0.197974,0.196515,0.15
HITL,2,40,86,2,0.0183474,6.98337,6.66471,0.050985,0.56584,0.189031,0.22569,0.270334,0.213258,0.283811,0.204437,0.203415,0.285594,0.239977,0.258014,0.233327,0.222567,0.28144,0.20538,0.192061,0.152014
HITL,2,40,86,3,0.0388867,6.67139,6.67139,0.113227,0.552274,0.189031,0.15969,0.279086,0.251241,0.24954,0.27474,0.196089,0.213632,0.173863,0.210228,0.286115,0.193925,0.168529,0.225199,0.17143,0.169957
HITL,2,40,86,4,0.0279315,6.67139,6.67139,0.0800285,0.552274,0.189031,0.177515,0.22543,0.250645,0.182371,0.232869,0.160176,0.236875,0.257657,0.193353,0.19323,0.259435,0.245066,0.286556,0.235309,0.182101
HITL,2,40,86,5,0.027705,6.60371,6.60371,0.0793419,0.546221,0.189031,0.282557,0.191745,0.229807,0.266318,0.299919,0.234157,0.222685,0.169106,0.261127,0.26135,0.183905,0.206624,0.243898,0.276115,0.240399
HITL,2,40,86,6,0.00742886,6.60371,6.60371,0.0178976,0.546221,0.189031,0.180278,0.265063,0.276508,0.254895,0.178045,0.291121,0.193129,0.296615,0.204206,0.288485,0.26988,0.1588,0.188014,0.164406,0.228908
HITL,2,40,86,7,0.00841278,6.60371,6.60371,0.0208793,0.546221,0.189031,0.272484,0.292589,0.24621,0.174293,0.179532,0.235119,0.200703,0.218989,0.207893,0.179932,0.240586,0.216984,0.21672,0.269066,0.269266
HITL,2,40,86,8,0.00625727,6.60371,6.60371,0.0143472,0.546221,0.189031,0.199682,0.159668,0.262864,0.184411,0.156921,0.260385,0.276674,0.173662,0.164814,0.252759,0.234239,0.193474,0.202617,0.157899,0.250101
HITL,2,40,86,9,0.104179,6.60371,6.60371,0.311088,0.546221,0.189031,0.279654,0.251736,0.189694,0.198128,0.223114,0.224579,0.282332,0.290369,0.270293,0.19153,0.180049,0.168871,0.150428,0.241597,0.278319
HITL,2,40,86,10,0.0015228,6.60371,6.60371,0,0.546221,0.189031,0.29105,0.228944,0.275078,0.231683,0.158722,0.27203,0.209398,0.256581,0.16751,0.276666,0.225121,0.233797,0.251013,0.152261,0.201135
HITL,2,40,86,11,0.0261424,6.60371,6.60371,0.0746068,0.546221,0.189031,0.225276,0.170309,0.227044,0.279866,0.261038,0.240047,0.180115,0.282928,0.239454,0.179158,0.223129,0.176744,0.264738,0.204261,0.15805
HITL,2,40,86,12,0.00433416,6.60371,6.60371,0.00851949,0.546221,0.189031,0.195306,0.271247,0.204109,0.156037,0.150462,0.174718,0.168054,0.296155,0.178678,0.153529,0.283472,0.150446,0.222868,0.188016,0.231587
HITL,2,40,86,13,0.00927805,6.60371,6.60371,0.0235013,0.546221,0.189031,0.274218,0.213537,0.162781,0.209229,0.223985,0.268783,0.297964,0.193657,0.175051,0.249715,0.176779,0.209327,0.169754,0.260075,0.199523
HITL,2,40,86,14,0.00482342,6.60371,6.60371,0.0100021,0.546221,0.189031,0.253692,0.160681,0.182348,0.234245,0.178401,0.179226,0.190657,0.18026,0.177721,0.208097,0.158994,0.267172,0.283769,0.227891,0.253892
HITL,2,40,86,15,0.0882242,6.33782,5.37185,0.262738,0.478969,0.189031,0.175014,0.235435,0.249267,0.187416,0.20519,0.160233,0.240609,0.200261,0.210702,0.226321,0.234899,0.244865,0.273378,0.259653,0.184051
HITL,2,40,86,16,0.0232283,6.6342,6.34435,0.0657759,0.535905,0.189031,0.209895,0.263231,0.210508,0.280307,0.204347,0.203088,0.287217,0.241497,0.258739,0.225896,0.220763,0.283017,0.197664,0.196599,0.15
HITL,2,40,86,17,0.0422243,6.33782,5.19216,0.123341,0.470883,0.189031,0.172582,0.268464,0.250162,0.250816,0.263241,0.200606,0.21224,0.19515,0.246283,0.222987,0.198528,0.201433,0.191894,0.175662,0.172416
HITL,2,40,86,18,0.0198942,6.6342,6.16772,0.0556722,0.527957,0.189031,0.22531,0.272592,0.213344,0.284495,0.236762,0.204265,0.28993,0.241471,0.251813,0.234062,0.222443,0.282262,0.206028,0.192223,0.152576
HITL,2,40,86,19,0.052457,6.33782,2.85634,0.15435,0.365772,0.189031,0.161809,0.263345,0.201252,0.234341,0.23111,0.237616,0.22234,0.255523,0.3,0.244469,0.213807,0.186216,0.219273,0.270079,0.170647
HITL,2,40,86,20,0.0142787,6.6342,3.94911,0.0386553,0.428119,0.189031,0.191021,0.258357,0.236198,0.282598,0.204058,0.213679,0.287597,0.250583,0.231424,0.247536,0.231883,0.24748,0.235932,0.299265,0.160164
HITL,2,40,86,21,0.0310273,6.22096,4.2152,0.0894097,0.421727,0.189031,0.188793,0.275678,0.198734,0.275546,0.298906,0.287571,0.214308,0.268226,0.239546,0.282789,0.239318,0.204115,0.291389,0.220562,0.185124
HITL,2,40,86,22,0.0183355,6.6342,6.32924,0.0509489,0.535225,0.189031,0.226345,0.268372,0.2125,0.283104,0.216646,0.203047,0.287826,0.241739,0.25661,0.22651,0.221377,0.283318,0.205312,0.195895,0.15
HITL,2,40,86,23,0.32949,6.33782,3.47397,0.993866,0.393565,0.189031,0.169869,0.24291,0.256886,0.252549,0.251052,0.207428,0.206465,0.289176,0.283437,0.219292,0.196437,0.162316,0.225253,0.171839,0.171814
HITL,2,40,86,24,0.0225095,6.6342,3.31421,0.0635976,0.399549,0.189031,0.196045,0.266249,0.195542,0.224034,0.206387,0.276832,0.162754,0.244678,0.269494,0.20927,0.221237,0.299313,0.203429,0.200126,0.165454
HITL,2,40,86,25,0.0289241,6.33782,4.04857,0.0830363,0.419422,0.189031,0.190452,0.281006,0.24776,0.274377,0.282591,0.195938,0.210367,0.173037,0.214966,0.274202,0.205816,0.268474,0.25382,0.248275,0.185326
HITL,2,40,86,26,0.203498,6.6342,4.53899,0.612063,0.454664,0.189031,0.2062,0.230972,0.239469,0.285768,0.197963,0.184396,0.251808,0.258504,0.238943,0.220561,0.224084,0.234109,0.242994,0.218024,0.183418
HITL,2,40,86,27,0.0318733,6.22096,3.86618,0.0919735,0.406021,0.189031,0.189393,0.230601,0.201209,0.277849,0.286946,0.19603,0.211304,0.167646,0.243087,0.276726,0.222012,0.237257,0.255786,0.291119,0.172331
HITL,2,40,86,28,0.0161463,6.33782,4.28679,0.0443149,0.430142,0.189031,0.169234,0.219996,0.248594,0.215379,0.263121,0.158367,0.21741,0.223635,0.195928,0.216164,0.190526,0.194586,0.266802,0.158988,0.173852
HITL,2,40,86,29,0.142557,6.33782,4.87797,0.427386,0.456745,0.189031,0.176902,0.223756,0.251119,0.254452,0.223756,0.187193,0.233189,0.253068,0.172755,0.204259,0.230106,0.249684,0.291761,0.175893,0.185767
HITL,2,40,86,30,0.0349904,6.6342,2.11572,0.101419,0.345616,0.189031,0.241656,0.281754,0.199724,0.18016,0.239239,0.270936,0.172557,0.256565,0.272506,0.244685,0.222932,0.171319,0.211341,0.245864,0.160517
HITL,2,40,86,31,0.0392591,6.33782,4.27484,0.114355,0.429604,0.189031,0.182678,0.250517,0.264652,0.243819,0.272549,0.257472,0.21435,0.265037,0.257317,0.28937,0.218092,0.158546,0.221225,0.176669,0.173794
HITL,2,40,86,32,0.0170651,6.22096,3.33896,0.0470992,0.382296,0.189031,0.187348,0.277303,0.276599,0.281981,0.171993,0.158927,0.212369,0.194161,0.23479,0.25506,0.231311,0.252094,0.253172,0.286527,0.23438
HITL,2,40,86,33,0.0420015,6.30249,2.5614,0.122666,0.35093,0.189031,0.183644,0.218296,0.198869,0.195809,0.231224,0.3,0.299999,0.243731,0.289795,0.18321,0.222677,0.186602,0.206885,0.234427,0.151452
HITL,2,40,86,34,0.0304914,6.33782,5.52143,0.0877858,0.485701,0.189031,0.179641,0.26978,0.250421,0.256843,0.24556,0.188729,0.219524,0.162039,0.20339,0.236114,0.204388,0.15,0.190669,0.173963,0.169355
HITL,2,40,86,35,0.056807,6.6342,2.67404,0.167532,0.370741,0.189031,0.217897,0.2813,0.208641,0.177372,0.234388,0.19807,0.243566,0.246166,0.194366,0.224332,0.267559,0.27985,0.279968,0.248358,0.188416
HITL,2,40,86,36,0.0147267,6.33782,4.90904,0.0400128,0.458143,0.189031,0.178039,0.282992,0.235438,0.256203,0.19641,0.170416,0.207634,0.172132,0.21485,0.267533,0.193211,0.184296,0.272164,0.15,0.174022
HITL,2,40,86,37,0.0195098,6.22096,6.21965,0.0545073,0.511927,0.189031,0.262071,0.270395,0.3,0.280932,0.157491,0.257772,0.176722,0.19276,0.251465,0.261593,0.232056,0.160546,0.234984,0.277603,0.233932
HITL,2,40,86,38,0.0333509,6.33782,4.66838,0.0964511,0.447313,0.189031,0.190394,0.219623,0.251921,0.198696,0.220265,0.17494,0.226927,0.257644,0.276223,0.213205,0.220018,0.2709,0.239187,0.23992,0.167906
HITL,2,40,86,39,0.0187733,6.6342,6.39597,0.0522756,0.538228,0.189031,0.223207,0.2659,0.211366,0.282148,0.205598,0.203265,0.286421,0.240496,0.257177,0.234204,0.222803,0.282062,0.19868,0.192312,0.152882
HITL,2,40,86,40,0.0354025,6.33782,5.56426,0.102668,0.487628,0.189031,0.166791,0.284039,0.240906,0.27198,0.287211,0.200492,0.214791,0.172733,0.209408,0.287988,0.229782,0.16124,0.267545,0.209256,0.177809
HITL,2,40,86,41,0.00579026,6.22096,3.28439,0.012932,0.37984,0.189031,0.270127,0.211051,0.3,0.280052,0.294816,0.274848,0.175498,0.283433,0.25139,0.258152,0.254752,0.160301,0.256673,0.278951,0.168396
HITL,2,40,86,42,0.0091554,6.30249,2.55959,0.0231297,0.350848,0.189031,0.261856,0.270819,0.234525,0.284185,0.160052,0.217384,0.194926,0.227935,0.252601,0.25781,0.230813,0.159334,0.217863,0.270666,0.156827
HITL,2,40,86,43,0.100046,6.33782,3.67156,0.298563,0.402457,0.189031,0.168506,0.173592,0.26202,0.268305,0.267546,0.178733,0.212796,0.159895,0.221218,0.284342,0.286606,0.159216,0.213033,0.214541,0.169763
HITL,2,40,86,44,0.0142274,6.33782,2.98636,0.0384999,0.371623,0.189031,0.161671,0.256174,0.218964,0.224394,0.223869,0.258881,0.211103,0.227702,0.295174,0.211277,0.226447,0.172141,0.222168,0.250059,0.175202
HITL,2,40,86,45,0.0553092,6.33782,4.38654,0.162993,0.43463,0.189031,0.235687,0.278953,0.24089,0.236339,0.232863,0.174474,0.234462,0.2568,0.228931,0.241537,0.234807,0.248134,0.285429,0.206644,0.150179
HITL,2,40,86,46,0.0215759,6.30249,3.2834,0.0607684,0.38342,0.189031,0.191789,0.299981,0.247639,0.277668,0.164697,0.160476,0.219284,0.151876,0.241985,0.226241,0.23135,0.27802,0.227411,0.227256,0.184828
HITL,2,40,86,47,0.0215043,6.6342,3.81951,0.0605516,0.422287,0.189031,0.202961,0.285803,0.203408,0.277533,0.173547,0.166047,0.266996,0.184183,0.239269,0.21969,0.226105,0.254692,0.276942,0.231055,0.166998
HITL,2,40,86,48,0.109196,6.33782,3.29156,0.326292,0.385356,0.189031,0.154418,0.267364,0.289563,0.271889,0.3,0.267439,0.197825,0.181459,0.253845,0.280831,0.235821,0.164722,0.22947,0.293303,0.199943
HITL,2,40,86,49,0.331514,6.22096,4.96641,1,0.455531,0.189031,0.172586,0.181975,0.199881,0.246252,0.260358,0.295784,0.218578,0.296117,0.247345,0.206083,0.205847,0.19368,0.242113,0.212223,0.171598
HITL,2,40,86,50,0.00718482,6.6342,5.90334,0.0171581,0.516059,0.189031,0.216086,0.222341,0.222209,0.277821,0.202635,0.205757,0.268831,0.240859,0.260831,0.222309,0.221991,0.287634,0.19439,0.199766,0.17413
HITL,2,40,86,51,0.00897213,6.6342,4.21653,0.0225743,0.440153,0.189031,0.194385,0.277011,0.216801,0.282414,0.177951,0.156515,0.26687,0.19895,0.230881,0.246415,0.224982,0.284436,0.211632,0.284855,0.158201
HITL,2,40,86,52,0.0256147,6.6342,2.55194,0.0730076,0.365246,0.189031,0.198003,0.2681,0.268952,0.280355,0.158512,0.263531,0.161508,0.186738,0.256163,0.254468,0.22728,0.3,0.195652,0.281793,0.15
HITL,2,40,86,53,0.025575,6.33782,4.12251,0.0728873,0.422749,0.189031,0.175269,0.201261,0.184982,0.197477,0.234247,0.209129,0.173757,0.268909,0.218525,0.189424,0.243066,0.202338,0.225584,0.228492,0.181912
HITL,2,40,86,54,0.0236876,6.33782,4.43411,0.0671678,0.436771,0.189031,0.1899,0.239213,0.249259,0.182273,0.227816,0.214895,0.238939,0.254888,0.234963,0.164584,0.256874,0.150507,0.292939,0.230997,0.170543
HITL,2,40,86,55,0.0312314,6.30249,2.04467,0.0900282,0.327676,0.189031,0.24446,0.270087,0.285559,0.281878,0.180873,0.246241,0.190415,0.249541,0.25148,0.237827,0.22878,0.173284,0.237994,0.283239,0.213398
HITL,2,40,86,56,0.0264775,6.33782,4.75895,0.0756223,0.451389,0.189031,0.188813,0.233125,0.244333,0.167496,0.231845,0.205213,0.241635,0.250654,0.200306,0.203676,0.262621,0.257083,0.192053,0.22214,0.171069
HITL,2,40,86,57,0.00988728,6.30249,3.1835,0.0253475,0.378924,0.189031,0.250694,0.270481,0.24894,0.281418,0.154034,0.205628,0.27643,0.233483,0.246675,0.239567,0.229618,0.15,0.226935,0.216556,0.196217
HITL,2,40,86,58,0.0129879,6.6342,5.77401,0.0347435,0.510239,0.189031,0.192604,0.272096,0.244885,0.262558,0.215434,0.202165,0.256016,0.245572,0.259286,0.22104,0.222039,0.282135,0.198248,0.198641,0.160996
HITL,2,40,86,59,0.0334698,6.22096,6.21959,0.0968115,0.511924,0.189031,0.170333,0.19793,0.196824,0.197829,0.231826,0.284136,0.183032,0.290377,0.292854,0.190105,0.219721,0.189153,0.212765,0.250438,0.175789
HITL,2,40,86,60,0.0244922,6.33782,3.47809,0.0696061,0.39375,0.189031,0.188742,0.284602,0.24849,0.258193,0.159398,0.163398,0.212156,0.172658,0.208764,0.254296,0.242238,0.190607,0.242788,0.247056,0.18076
HITL,2,40,86,61,0.102821,6.30249,2.57742,0.306972,0.35165,0.189031,0.189113,0.21433,0.252083,0.270775,0.282239,0.195089,0.211323,0.276655,0.257562,0.277973,0.236863,0.205603,0.250236,0.181055,0.172586
HITL,2,40,86,62,0.0181832,6.6342,6.3333,0.0504874,0.535408,0.189031,0.226182,0.270055,0.214459,0.283296,0.203718,0.201972,0.285841,0.237542,0.258002,0.233824,0.223828,0.281415,0.204936,0.192536,0.15
HITL,2,40,86,63,0.112924,6.30249,4.56539,0.337589,0.441109,0.189031,0.18693,0.241983,0.227182,0.276823,0.231893,0.190642,0.206654,0.247183,0.256529,0.214915,0.22634,0.280096,0.208963,0.19352,0.152099
HITL,2,40,86,64,0.289179,6.22096,3.33624,0.871707,0.382173,0.189031,0.168438,0.221746,0.22208,0.3,0.191289,0.176174,0.178718,0.274352,0.3,0.210568,0.220083,0.26002,0.257346,0.242529,0.179194
HITL,2,40,86,65,0.0313289,6.22096,6.21837,0.0903238,0.511869,0.189031,0.174114,0.196132,0.197049,0.196474,0.231868,0.283457,0.183418,0.291202,0.292285,0.188892,0.219686,0.188929,0.212035,0.248808,0.177221
HITL,2,40,86,66,0.0993032,6.30249,2.41334,0.296312,0.344267,0.189031,0.16916,0.204528,0.262356,0.205789,0.232036,0.266467,0.190209,0.262233,0.289753,0.19652,0.226763,0.22543,0.214161,0.208726,0.177848
HITL,2,40,86,67,0.0531981,6.6342,3.95767,0.156596,0.428504,0.189031,0.224825,0.262258,0.263932,0.279578,0.206091,0.208604,0.222599,0.220556,0.258613,0.231589,0.218774,0.2094,0.211639,0.259521,0.193744
HITL,2,40,86,68,0.00848289,6.30249,3.51422,0.0210917,0.393806,0.189031,0.193751,0.209864,0.190182,0.242298,0.220911,0.238554,0.192415,0.258598,0.259737,0.209527,0.22819,0.265097,0.192209,0.25412,0.178611
HITL,2,40,86,69,0.0323276,6.6342,2.40002,0.0933503,0.35841,0.189031,0.171283,0.209832,0.203915,0.28171,0.203679,0.235837,0.158129,0.251813,0.252899,0.23091,0.222066,0.175769,0.201172,0.250753,0.166668
HITL,2,40,86,70,0.0187764,6.6342,6.33753,0.0522851,0.535598,0.189031,0.224142,0.269318,0.213481,0.284225,0.205362,0.203472,0.286759,0.239432,0.258442,0.23238,0.221881,0.281095,0.204787,0.192221,0.151415
