exp_id,seed,k_eval,gen,id,t_spin,h_score,t_norm,h_norm,diversity,r_0,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,r_13,r_14,r_15,r_16,r_17,r_18,r_19
noHITL,1,0,7,36,0.0189284,,0.747413,0,0.30531,0.204487,0.384243,0.381089,0.383807,0.390764,0.357555,0.4,0.383792,0.237089,0.375918,0.154505,0.213943,0.4,0.29412,0.25711,0.39912,0.383492,0.32331,0.343001,0.1
noHITL,1,0,7,37,0.0181383,,0.688564,0,0.30531,0.26185,0.399389,0.4,0.4,0.345571,0.345515,0.307707,0.340501,0.239578,0.382371,0.177422,0.396112,0.4,0.346826,0.230931,0.4,0.397958,0.339896,0.34851,0.304777
noHITL,1,0,7,38,0.0197146,,0.805973,0,0.30531,0.196175,0.4,0.4,0.276565,0.386486,0.346135,0.4,0.278956,0.219336,0.360179,0.293107,0.342255,0.4,0.362141,0.150076,0.4,0.392218,0.364794,0.294671,0.125262
noHITL,1,0,7,39,0.0193315,,0.777443,0,0.30531,0.232542,0.348845,0.4,0.4,0.4,0.388521,0.390009,0.348197,0.287492,0.350715,0.1,0.4,0.331009,0.281143,0.174329,0.391081,0.311205,0.37259,0.32075,0.125716
noHITL,1,0,8,0,0.0223194,,0.91536,0,0.297297,0.269053,0.380862,0.4,0.4,0.363503,0.4,0.395033,0.356713,0.307161,0.358169,0.13649,0.272479,0.380374,0.306001,0.161669,0.4,0.379439,0.386229,0.4,0.17037
noHITL,1,0,8,1,0.0217249,,0.878404,0,0.297297,0.170228,0.4,0.397917,0.350811,0.385525,0.4,0.4,0.396086,0.166253,0.360508,0.1,0.294295,0.4,0.297789,0.189255,0.375355,0.393069,0.375912,0.353387,0.1
noHITL,1,0,8,2,0.0140226,,0.399591,0,0.297297,0.387724,0.20421,0.306167,0.29949,0.332948,0.322975,0.369364,0.326835,0.248921,0.280361,0.235218,0.3844,0.12919,0.170212,0.375024,0.348642,0.339135,0.254005,0.397418,0.393349
noHITL,1,0,8,3,0.00948515,,0.117524,0,0.297297,0.296947,0.164841,0.270677,0.377405,0.282625,0.353654,0.103664,0.200707,0.269085,0.123153,0.243119,0.280284,0.187276,0.180709,0.349138,0.143382,0.287064,0.383698,0.107012,0.31376
noHITL,1,0,8,4,0.00792144,,0.0203169,0,0.297297,0.194809,0.138564,0.135015,0.344057,0.31654,0.397578,0.184832,0.241649,0.259685,0.231115,0.194532,0.346367,0.358608,0.235892,0.126813,0.111296,0.321489,0.275963,0.238327,0.177621
noHITL,1,0,8,5,0.00759461,,0,0,0.297297,0.261797,0.287462,0.172414,0.325451,0.244818,0.144263,0.192707,0.273305,0.145718,0.164803,0.141768,0.157376,0.347441,0.385142,0.284902,0.110778,0.341787,0.259804,0.293483,0.233544
noHITL,1,0,8,6,0.0215267,,0.866078,0,0.297297,0.298196,0.231065,0.362259,0.37651,0.387339,0.4,0.394047,0.4,0.308162,0.4,0.118936,0.242953,0.4,0.332046,0.148342,0.4,0.396804,0.4,0.377782,0.163452
noHITL,1,0,8,7,0.0194884,,0.739371,0,0.297297,0.22129,0.242326,0.382683,0.363884,0.337938,0.391865,0.4,0.382574,0.284569,0.4,0.148085,0.354013,0.372917,0.355357,0.232038,0.357515,0.4,0.4,0.379304,0.127951
noHITL,1,0,8,8,0.0198416,,0.761325,0,0.297297,0.136756,0.360865,0.4,0.387633,0.381993,0.4,0.37281,0.4,0.234632,0.355145,0.108382,0.278927,0.343754,0.361856,0.200148,0.389488,0.4,0.356279,0.288525,0.154177
noHITL,1,0,8,9,0.0186685,,0.688402,0,0.297297,0.256201,0.27478,0.386886,0.4,0.31753,0.360301,0.381346,0.4,0.308886,0.4,0.186386,0.370991,0.361555,0.317942,0.204273,0.4,0.318984,0.384431,0.4,0.182205
noHITL,1,0,8,10,0.0203541,,0.79319,0,0.297297,0.273367,0.4,0.4,0.356046,0.353393,0.4,0.366337,0.357897,0.301499,0.38394,0.136424,0.288966,0.390106,0.298551,0.155951,0.363717,0.330959,0.4,0.390719,0.122671
noHITL,1,0,8,11,0.0217715,,0.8813,0,0.297297,0.255058,0.382631,0.391885,0.377936,0.4,0.396692,0.4,0.384001,0.263204,0.398897,0.228641,0.305866,0.381854,0.33263,0.23582,0.371225,0.37361,0.355242,0.4,0.169159
noHITL,1,0,8,12,0.0217537,,0.880192,0,0.297297,0.160164,0.4,0.366132,0.325735,0.4,0.351029,0.377234,0.363279,0.299971,0.393881,0.154509,0.282866,0.4,0.341081,0.19469,0.39018,0.4,0.382973,0.331387,0.109647
noHITL,1,0,8,13,0.0197345,,0.754669,0,0.297297,0.266084,0.387733,0.4,0.362444,0.4,0.373458,0.4,0.344909,0.106543,0.313862,0.248043,0.344048,0.359082,0.328666,0.169194,0.353002,0.399999,0.372587,0.4,0.126316
noHITL,1,0,8,14,0.021624,,0.872131,0,0.297297,0.300044,0.347818,0.392756,0.37513,0.376559,0.38423,0.4,0.397957,0.325395,0.344692,0.252315,0.391853,0.36309,0.284957,0.179046,0.369207,0.4,0.35292,0.4,0.210096
noHITL,1,0,8,15,0.01981,,0.759365,0,0.297297,0.276268,0.330502,0.4,0.388855,0.380875,0.4,0.353911,0.362961,0.22473,0.4,0.150297,0.26002,0.373761,0.292728,0.1,0.317867,0.388391,0.390129,0.300008,0.122738
noHITL,1,0,8,16,0.023681,,1,0,0.297297,0.272723,0.392768,0.4,0.4,0.389943,0.4,0.4,0.39133,0.323153,0.375833,0.120409,0.335763,0.4,0.373796,0.180958,0.4,0.4,0.389001,0.36534,0.1
noHITL,1,0,8,17,0.0211868,,0.844954,0,0.297297,0.305286,0.4,0.37836,0.385044,0.369266,0.382116,0.4,0.372279,0.254885,0.350397,0.184852,0.332661,0.4,0.297907,0.167911,0.4,0.364012,0.350467,0.4,0.200692
noHITL,1,0,8,18,0.0172919,,0.602824,0,0.297297,0.253464,0.28735,0.304852,0.371808,0.391485,0.4,0.300319,0.381418,0.273666,0.32156,0.139429,0.312039,0.4,0.266185,0.236722,0.365324,0.390961,0.392393,0.324772,0.161929
noHITL,1,0,8,19,0.0222334,,0.910011,0,0.297297,0.238136,0.314511,0.4,0.396426,0.389901,0.375532,0.392084,0.4,0.26807,0.374084,0.238983,0.4,0.4,0.343271,0.229464,0.4,0.363075,0.388121,0.330528,0.113196
noHITL,1,0,8,20,0.0213124,,0.852761,0,0.297297,0.214737,0.367222,0.311304,0.38354,0.330099,0.4,0.4,0.4,0.382732,0.4,0.274072,0.334035,0.399572,0.378866,0.177862,0.325491,0.38869,0.346429,0.384642,0.181663
noHITL,1,0,8,21,0.0229342,,0.953579,0,0.297297,0.179025,0.310212,0.4,0.377281,0.355643,0.392195,0.4,0.4,0.318359,0.386194,0.201972,0.4,0.365352,0.333513,0.205546,0.4,0.4,0.4,0.355671,0.164961
noHITL,1,0,8,22,0.0217968,,0.882872,0,0.297297,0.170252,0.390553,0.363623,0.355892,0.384458,0.346606,0.357528,0.4,0.329172,0.4,0.191369,0.368344,0.4,0.338145,0.197654,0.4,0.360374,0.4,0.4,0.1
noHITL,1,0,8,23,0.0196594,,0.750002,0,0.297297,0.248205,0.360891,0.4,0.310236,0.385169,0.340369,0.387233,0.4,0.238188,0.352622,0.197437,0.348707,0.377693,0.305916,0.258957,0.4,0.4,0.378105,0.358121,0.1
noHITL,1,0,8,24,0.0198218,,0.7601,0,0.297297,0.125058,0.361426,0.360327,0.393008,0.4,0.346396,0.387992,0.353516,0.19227,0.383812,0.209984,0.326341,0.351972,0.373094,0.179635,0.392216,0.4,0.4,0.373047,0.170095
noHITL,1,0,8,25,0.0208294,,0.822736,0,0.297297,0.30641,0.356778,0.4,0.328061,0.319168,0.395878,0.4,0.366371,0.281912,0.4,0.192109,0.368525,0.4,0.314763,0.1,0.398573,0.336946,0.369817,0.4,0.115542
noHITL,1,0,8,26,0.0204005,,0.796069,0,0.297297,0.295204,0.332336,0.372393,0.381458,0.389043,0.323228,0.364115,0.357418,0.27217,0.4,0.24444,0.4,0.4,0.360005,0.199727,0.4,0.384234,0.386429,0.391043,0.114638
noHITL,1,0,8,27,0.019976,,0.769682,0,0.297297,0.270071,0.4,0.386288,0.319899,0.4,0.4,0.388972,0.388626,0.133896,0.4,0.164825,0.373956,0.4,0.283846,0.197008,0.359028,0.374988,0.365615,0.275026,0.106673
noHITL,1,0,8,28,0.0180228,,0.648262,0,0.297297,0.224067,0.286161,0.277914,0.4,0.368771,0.373825,0.353939,0.310531,0.362949,0.379909,0.315404,0.331847,0.393746,0.39294,0.121751,0.4,0.377523,0.364027,0.361532,0.106099
noHITL,1,0,8,29,0.0213189,,0.853163,0,0.297297,0.169256,0.339633,0.372028,0.4,0.356656,0.325369,0.374141,0.379591,0.278107,0.355103,0.209506,0.29564,0.4,0.304566,0.165477,0.4,0.4,0.384125,0.356878,0.102553
noHITL,1,0,8,30,0.0190267,,0.710668,0,0.297297,0.21799,0.347079,0.388705,0.377825,0.335222,0.4,0.363465,0.347621,0.264688,0.383906,0.1,0.329807,0.376685,0.389697,0.173207,0.337808,0.352878,0.372233,0.4,0.178093
noHITL,1,0,8,31,0.0234022,,0.982671,0,0.297297,0.253042,0.313209,0.381602,0.4,0.4,0.4,0.386202,0.362061,0.334575,0.372824,0.170452,0.283684,0.387725,0.30668,0.121996,0.385954,0.394559,0.383595,0.4,0.105216
noHITL,1,0,8,32,0.0212123,,0.846534,0,0.297297,0.196996,0.329626,0.4,0.342462,0.382601,0.4,0.379169,0.4,0.296937,0.387522,0.160547,0.313952,0.4,0.4,0.133047,0.374678,0.4,0.351821,0.306821,0.156139
noHITL,1,0,8,33,0.021277,,0.850556,0,0.297297,0.258291,0.4,0.353543,0.373155,0.356223,0.4,0.373576,0.330925,0.264128,0.361807,0.1691,0.358536,0.4,0.335045,0.211411,0.315561,0.4,0.382954,0.318693,0.141189
noHITL,1,0,8,34,0.0186103,,0.684785,0,0.297297,0.264815,0.360175,0.346722,0.4,0.386529,0.332647,0.349979,0.365171,0.289106,0.4,0.1,0.294741,0.398258,0.372588,0.125645,0.370514,0.365508,0.328679,0.4,0.14247
noHITL,1,0,8,35,0.0210461,,0.836206,0,0.297297,0.306919,0.4,0.367377,0.4,0.381298,0.342901,0.4,0.379403,0.286064,0.319798,0.16137,0.34378,0.381745,0.333164,0.179754,0.377239,0.4,0.389283,0.366613,0.1
noHITL,1,0,8,36,0.0220388,,0.897916,0,0.297297,0.265195,0.374667,0.4,0.328515,0.4,0.387616,0.374146,0.351741,0.251986,0.366213,0.149887,0.267396,0.4,0.287227,0.166451,0.338432,0.4,0.4,0.348,0.1
noHITL,1,0,8,37,0.0216446,,0.873408,0,0.297297,0.170077,0.36276,0.389897,0.4,0.4,0.379632,0.352092,0.375009,0.218086,0.395728,0.1,0.327016,0.4,0.300891,0.1,0.398195,0.4,0.394369,0.350886,0.109718
noHITL,1,0,8,38,0.0203814,,0.794884,0,0.297297,0.186929,0.4,0.365846,0.4,0.292177,0.396287,0.4,0.4,0.118267,0.356122,0.1,0.281919,0.4,0.349033,0.195681,0.4,0.358731,0.391499,0.39369,0.1
noHITL,1,0,8,39,0.0229956,,0.957393,0,0.297297,0.183418,0.381802,0.355758,0.391096,0.4,0.329777,0.4,0.350494,0.317425,0.4,0.199245,0.377086,0.4,0.293857,0.193235,0.4,0.4,0.4,0.4,0.1
noHITL,1,0,9,0,0.023681,,0.994774,0,0.299764,0.272723,0.392768,0.4,0.4,0.389943,0.4,0.4,0.39133,0.323153,0.375833,0.120409,0.335763,0.4,0.373796,0.180958,0.4,0.4,0.389001,0.36534,0.1
noHITL,1,0,9,1,0.0234022,,0.97831,0,0.299764,0.253042,0.313209,0.381602,0.4,0.4,0.4,0.386202,0.362061,0.334575,0.372824,0.170452,0.283684,0.387725,0.30668,0.121996,0.385954,0.394559,0.383595,0.4,0.105216
noHITL,1,0,9,2,0.00896156,,0.125425,0,0.299764,0.120681,0.125331,0.200262,0.386574,0.213981,0.151285,0.255214,0.347644,0.220075,0.218775,0.196933,0.371889,0.18355,0.358142,0.320541,0.270217,0.309355,0.133979,0.248359,0.30932
noHITL,1,0,9,3,0.00683792,,0,0,0.299764,0.195797,0.140081,0.134313,0.140156,0.267492,0.113047,0.15159,0.297461,0.160715,0.246107,0.359524,0.109856,0.379967,0.180238,0.137334,0.202209,0.329676,0.127166,0.193036,0.367274
noHITL,1,0,9,4,0.0108484,,0.236867,0,0.299764,0.368244,0.181221,0.200615,0.123328,0.150911,0.184024,0.194319,0.336904,0.394847,0.218404,0.336337,0.161289,0.35448,0.311555,0.375737,0.150733,0.378954,0.145247,0.140678,0.398641
noHITL,1,0,9,5,0.010575,,0.220718,0,0.299764,0.352857,0.304103,0.353049,0.112504,0.221208,0.274437,0.301003,0.286586,0.36145,0.26574,0.350337,0.215297,0.367141,0.151358,0.19271,0.144686,0.313618,0.378258,0.179411,0.250362
noHITL,1,0,9,6,0.0193295,,0.737772,0,0.299764,0.293133,0.308333,0.358211,0.367203,0.3783,0.4,0.361309,0.340015,0.345414,0.364596,0.13943,0.311103,0.4,0.364333,0.111782,0.39344,0.338479,0.387002,0.382076,0.110268
noHITL,1,0,9,7,0.0199901,,0.776787,0,0.299764,0.27371,0.279026,0.4,0.4,0.372258,0.4,0.384015,0.4,0.266081,0.354402,0.230581,0.396869,0.372633,0.331507,0.134458,0.4,0.4,0.4,0.357429,0.150452
noHITL,1,0,9,8,0.0227747,,0.941249,0,0.299764,0.271995,0.380007,0.4,0.4,0.4,0.4,0.4,0.371538,0.307576,0.329482,0.147115,0.27684,0.368084,0.351855,0.163051,0.4,0.4,0.4,0.4,0.126167
noHITL,1,0,9,9,0.0228332,,0.944703,0,0.299764,0.179209,0.311001,0.4,0.397054,0.391237,0.4,0.347333,0.38491,0.371444,0.347368,0.179258,0.397246,0.395293,0.326462,0.1,0.399836,0.392919,0.359004,0.4,0.126595
noHITL,1,0,9,10,0.0203936,,0.800616,0,0.299764,0.27891,0.251036,0.38462,0.4,0.376084,0.364001,0.4,0.384402,0.386224,0.39907,0.128014,0.336908,0.374991,0.291096,0.1,0.398812,0.4,0.364921,0.319951,0.118785
noHITL,1,0,9,11,0.0220163,,0.896453,0,0.299764,0.153316,0.328969,0.379625,0.4,0.362591,0.4,0.387123,0.349255,0.34708,0.373943,0.104877,0.4,0.390331,0.347953,0.174891,0.4,0.391519,0.4,0.324297,0.122383
noHITL,1,0,9,12,0.0221146,,0.902263,0,0.299764,0.230375,0.356705,0.395943,0.355541,0.395537,0.38418,0.4,0.355439,0.289015,0.31814,0.138021,0.308497,0.4,0.340813,0.230159,0.386097,0.393221,0.4,0.363593,0.202005
noHITL,1,0,9,13,0.0201925,,0.788738,0,0.299764,0.331521,0.354553,0.4,0.367716,0.376098,0.4,0.4,0.385028,0.304171,0.380136,0.141963,0.320148,0.346036,0.32834,0.194379,0.384448,0.367513,0.4,0.4,0.1
noHITL,1,0,9,14,0.0221087,,0.901912,0,0.299764,0.18939,0.385829,0.355584,0.4,0.367137,0.4,0.4,0.4,0.333113,0.330986,0.144989,0.366876,0.4,0.290673,0.189826,0.4,0.398884,0.346298,0.4,0.110029
noHITL,1,0,9,15,0.0236449,,0.992641,0,0.299764,0.178501,0.372016,0.4,0.4,0.4,0.39092,0.4,0.374511,0.295077,0.380389,0.130618,0.354383,0.4,0.266094,0.161848,0.4,0.388832,0.4,0.4,0.149382
noHITL,1,0,9,16,0.0222567,,0.910652,0,0.299764,0.166021,0.4,0.381147,0.395903,0.4,0.276638,0.4,0.365569,0.34154,0.4,0.1,0.395231,0.4,0.372973,0.180149,0.395073,0.367081,0.384354,0.4,0.112226
noHITL,1,0,9,17,0.0192692,,0.73421,0,0.299764,0.256187,0.345775,0.399803,0.381449,0.39126,0.392237,0.377722,0.326791,0.290887,0.296137,0.143917,0.306381,0.354858,0.338703,0.159715,0.399165,0.376633,0.374169,0.4,0.177712
noHITL,1,0,9,18,0.0213305,,0.85595,0,0.299764,0.138229,0.4,0.397134,0.4,0.320198,0.332725,0.4,0.366499,0.316083,0.334498,0.186987,0.330663,0.4,0.293614,0.220541,0.390274,0.4,0.330097,0.4,0.162013
noHITL,1,0,9,19,0.0200782,,0.781986,0,0.299764,0.277346,0.2717,0.358815,0.4,0.368054,0.365929,0.4,0.375574,0.356215,0.369313,0.200561,0.22421,0.389338,0.289681,0.160727,0.4,0.380119,0.399192,0.393767,0.101976
noHITL,1,0,9,20,0.0207144,,0.819565,0,0.299764,0.270197,0.399293,0.361356,0.380553,0.354903,0.321562,0.4,0.337306,0.291915,0.351237,0.109687,0.280342,0.382995,0.293646,0.216658,0.4,0.384409,0.4,0.38652,0.1
noHITL,1,0,9,21,0.0180959,,0.664912,0,0.299764,0.243285,0.358705,0.355556,0.363922,0.397225,0.362137,0.368883,0.364239,0.30926,0.359227,0.152962,0.269305,0.335513,0.321339,0.200939,0.39404,0.35507,0.4,0.4,0.103031
noHITL,1,0,9,22,0.0202519,,0.792247,0,0.299764,0.237334,0.389226,0.4,0.399483,0.337325,0.4,0.34189,0.337357,0.292604,0.39181,0.154775,0.358861,0.337095,0.239153,0.1,0.395176,0.4,0.39962,0.4,0.131541
noHITL,1,0,9,23,0.018936,,0.714529,0,0.299764,0.274622,0.367951,0.389618,0.362665,0.367879,0.4,0.377963,0.326722,0.297592,0.398575,0.222287,0.296962,0.295832,0.393879,0.135554,0.4,0.370405,0.381133,0.381818,0.1
noHITL,1,0,9,24,0.0206778,,0.817405,0,0.299764,0.202586,0.398402,0.346495,0.390326,0.360081,0.327927,0.394581,0.380782,0.282887,0.386099,0.141774,0.398749,0.349351,0.277226,0.205118,0.4,0.377176,0.361455,0.4,0.102361
noHITL,1,0,9,25,0.0219971,,0.895323,0,0.299764,0.137315,0.297039,0.4,0.349438,0.3425,0.39733,0.4,0.373464,0.304337,0.4,0.227252,0.4,0.352108,0.316773,0.15633,0.391029,0.4,0.388444,0.378714,0.134186
noHITL,1,0,9,26,0.0188164,,0.707467,0,0.299764,0.274609,0.374938,0.333178,0.370537,0.357637,0.373571,0.358469,0.31334,0.362539,0.381186,0.140803,0.394305,0.399923,0.363295,0.167533,0.4,0.4,0.350876,0.346111,0.147443
noHITL,1,0,9,27,0.0184938,,0.688414,0,0.299764,0.219764,0.285102,0.380407,0.4,0.382441,0.383452,0.367251,0.310263,0.301608,0.367682,0.135913,0.339525,0.356594,0.286976,0.167156,0.356576,0.358219,0.373475,0.4,0.1
noHITL,1,0,9,28,0.021639,,0.874175,0,0.299764,0.1118,0.364348,0.373482,0.365283,0.37143,0.386192,0.4,0.344196,0.330348,0.4,0.183722,0.4,0.4,0.364096,0.220278,0.364666,0.381419,0.364396,0.345532,0.1
noHITL,1,0,9,29,0.021379,,0.858817,0,0.299764,0.185221,0.347175,0.374618,0.37197,0.397946,0.334622,0.373376,0.385063,0.32896,0.394153,0.231731,0.297574,0.4,0.295217,0.20385,0.4,0.339042,0.4,0.4,0.1
noHITL,1,0,9,30,0.0237695,,1,0,0.299764,0.184121,0.4,0.394673,0.4,0.4,0.379956,0.4,0.37414,0.309996,0.396687,0.1399,0.358252,0.4,0.357885,0.20388,0.4,0.4,0.389303,0.390211,0.135597
noHITL,1,0,9,31,0.0194267,,0.743512,0,0.299764,0.233619,0.356714,0.384896,0.4,0.316742,0.4,0.358372,0.353886,0.302095,0.288678,0.158217,0.33863,0.4,0.272976,0.156113,0.374912,0.30664,0.4,0.4,0.127669
noHITL,1,0,9,32,0.0204615,,0.804629,0,0.299764,0.238875,0.329599,0.38685,0.356005,0.32396,0.4,0.393747,0.343238,0.253227,0.4,0.104159,0.288745,0.379196,0.339453,0.190637,0.328397,0.369379,0.391603,0.4,0.131905
noHITL,1,0,9,33,0.0207788,,0.823367,0,0.299764,0.211112,0.382482,0.392158,0.4,0.343328,0.29569,0.343155,0.356354,0.318482,0.329762,0.258757,0.275118,0.4,0.30109,0.228134,0.4,0.4,0.391563,0.362349,0.120104
noHITL,1,0,9,34,0.0205777,,0.811488,0,0.299764,0.190555,0.4,0.363393,0.365441,0.4,0.356809,0.393171,0.31308,0.303178,0.357373,0.223958,0.4,0.39659,0.297704,0.126698,0.4,0.4,0.348969,0.38445,0.1
noHITL,1,0,9,35,0.0228446,,0.945376,0,0.299764,0.174935,0.38983,0.382795,0.39638,0.4,0.37709,0.4,0.371385,0.245567,0.356189,0.174356,0.33174,0.4,0.316536,0.192824,0.4,0.378557,0.4,0.393781,0.1
noHITL,1,0,9,36,0.019701,,0.759709,0,0.299764,0.242687,0.4,0.4,0.348474,0.389122,0.376078,0.363446,0.316558,0.361178,0.358285,0.130093,0.356213,0.351385,0.288178,0.235519,0.371048,0.390184,0.353567,0.4,0.10132
noHITL,1,0,9,37,0.0230108,,0.955195,0,0.299764,0.278341,0.369147,0.395615,0.4,0.4,0.380226,0.372574,0.340056,0.372537,0.4,0.1,0.246665,0.4,0.347923,0.109023,0.372085,0.348371,0.4,0.382768,0.10495
noHITL,1,0,9,38,0.0188796,,0.7112,0,0.299764,0.262247,0.33987,0.324304,0.4,0.4,0.37398,0.369002,0.308602,0.310186,0.4,0.162483,0.394942,0.371108,0.331619,0.1,0.361165,0.358398,0.4,0.4,0.1
noHITL,1,0,9,39,0.0211726,,0.846627,0,0.299764,0.14042,0.387231,0.331965,0.4,0.374221,0.4,0.389994,0.37124,0.298298,0.346187,0.195754,0.328742,0.37287,0.317726,0.183996,0.4,0.4,0.4,0.4,0.222346
noHITL,1,0,10,0,0.0237695,,0.974514,0,0.276708,0.184121,0.4,0.394673,0.4,0.4,0.379956,0.4,0.37414,0.309996,0.396687,0.1399,0.358252,0.4,0.357885,0.20388,0.4,0.4,0.389303,0.390211,0.135597
noHITL,1,0,10,1,0.023681,,0.969816,0,0.276708,0.272723,0.392768,0.4,0.4,0.389943,0.4,0.4,0.39133,0.323153,0.375833,0.120409,0.335763,0.4,0.373796,0.180958,0.4,0.4,0.389001,0.36534,0.1
noHITL,1,0,10,2,0.00541454,,0,0,0.276708,0.196188,0.168114,0.163344,0.186433,0.352248,0.26709,0.134691,0.234947,0.131979,0.161114,0.188738,0.113771,0.139007,0.277853,0.320178,0.141488,0.169252,0.302914,0.275679,0.156111
noHITL,1,0,10,3,0.00688173,,0.0778974,0,0.276708,0.27562,0.261926,0.178323,0.200346,0.130961,0.213047,0.265257,0.317333,0.184375,0.275158,0.155175,0.19038,0.105477,0.394034,0.305902,0.386002,0.192107,0.13245,0.206958,0.28783
noHITL,1,0,10,4,0.00842797,,0.159992,0,0.276708,0.147765,0.129042,0.247445,0.164567,0.195337,0.380075,0.233498,0.282176,0.380168,0.20066,0.27174,0.342593,0.356238,0.266996,0.157516,0.186356,0.273862,0.229254,0.126471,0.21827
noHITL,1,0,10,5,0.00811806,,0.143538,0,0.276708,0.111479,0.335128,0.16654,0.191688,0.306853,0.260121,0.256148,0.148198,0.349526,0.278814,0.264797,0.151087,0.155687,0.285049,0.203579,0.138889,0.220258,0.334685,0.386612,0.170871
noHITL,1,0,10,6,0.0242495,,1,0,0.276708,0.245073,0.322431,0.392361,0.4,0.376387,0.376909,0.4,0.4,0.356716,0.36542,0.145732,0.261653,0.4,0.331178,0.168001,0.4,0.4,0.4,0.398032,0.1
noHITL,1,0,10,7,0.0240907,,0.991569,0,0.276708,0.167556,0.394909,0.379517,0.4,0.381748,0.4,0.4,0.398956,0.31913,0.398923,0.188794,0.28035,0.391087,0.300002,0.208491,0.4,0.4,0.36671,0.4,0.116142
noHITL,1,0,10,8,0.0242266,,0.998784,0,0.276708,0.238678,0.379771,0.4,0.4,0.379478,0.382535,0.4,0.4,0.356403,0.368063,0.100138,0.336667,0.4,0.346201,0.194764,0.371904,0.4,0.4,0.4,0.1
noHITL,1,0,10,9,0.021316,,0.844254,0,0.276708,0.244973,0.356727,0.377488,0.4,0.4,0.335924,0.376065,0.330575,0.328631,0.4,0.138363,0.314287,0.4,0.4,0.176796,0.346865,0.374238,0.4,0.318072,0.1
noHITL,1,0,10,10,0.0221826,,0.890264,0,0.276708,0.254954,0.388487,0.391791,0.4,0.377899,0.4,0.392107,0.366047,0.367951,0.4,0.147786,0.281412,0.351096,0.353479,0.11025,0.39998,0.4,0.4,0.384771,0.117818
noHITL,1,0,10,11,0.0232523,,0.947055,0,0.276708,0.264094,0.359524,0.4,0.4,0.398865,0.3663,0.4,0.4,0.279377,0.399629,0.1,0.294532,0.4,0.317148,0.104864,0.393845,0.4,0.4,0.4,0.13056
noHITL,1,0,10,12,0.0232588,,0.947402,0,0.276708,0.18626,0.350983,0.4,0.4,0.372113,0.4,0.4,0.4,0.29224,0.4,0.149585,0.289163,0.4,0.289631,0.175283,0.4,0.367439,0.364844,0.4,0.142129
noHITL,1,0,10,13,0.0219492,,0.877872,0,0.276708,0.158131,0.328212,0.391514,0.397433,0.397714,0.391281,0.368375,0.35943,0.280994,0.380532,0.126992,0.334615,0.4,0.360435,0.156388,0.4,0.389441,0.4,0.348051,0.154203
noHITL,1,0,10,14,0.0228154,,0.923859,0,0.276708,0.1323,0.4,0.4,0.4,0.396954,0.4,0.385548,0.345004,0.319532,0.373585,0.104699,0.323242,0.392542,0.247389,0.153092,0.380657,0.349625,0.4,0.4,0.1
noHITL,1,0,10,15,0.0212659,,0.841596,0,0.276708,0.156285,0.355613,0.358739,0.368181,0.389244,0.4,0.4,0.344673,0.357185,0.381555,0.151386,0.339939,0.384436,0.300558,0.134944,0.4,0.4,0.366763,0.355897,0.105868
noHITL,1,0,10,16,0.0222766,,0.895254,0,0.276708,0.157941,0.399624,0.4,0.326961,0.4,0.4,0.371922,0.356925,0.350522,0.4,0.1,0.280379,0.4,0.321605,0.21053,0.4,0.365187,0.375285,0.36128,0.153814
noHITL,1,0,10,17,0.0232606,,0.947497,0,0.276708,0.210652,0.283985,0.373838,0.4,0.354413,0.4,0.4,0.39383,0.344325,0.4,0.162742,0.27931,0.4,0.4,0.1,0.4,0.4,0.4,0.383088,0.109889
noHITL,1,0,10,18,0.0239554,,0.984384,0,0.276708,0.179491,0.362851,0.4,0.4,0.373902,0.384614,0.4,0.332537,0.379054,0.4,0.137446,0.395813,0.4,0.248744,0.107669,0.4,0.395312,0.370794,0.4,0.100928
noHITL,1,0,10,19,0.0227325,,0.91946,0,0.276708,0.196269,0.369908,0.394926,0.4,0.4,0.38117,0.4,0.347646,0.319286,0.388253,0.163138,0.381679,0.385446,0.272606,0.119257,0.4,0.394533,0.4,0.370738,0.186016
noHITL,1,0,10,20,0.0242304,,0.998989,0,0.276708,0.196201,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.356344,0.375238,0.16791,0.233501,0.4,0.295058,0.197117,0.4,0.342477,0.385586,0.4,0.1
noHITL,1,0,10,21,0.022698,,0.917626,0,0.276708,0.238696,0.383588,0.4,0.381735,0.4,0.4,0.4,0.328442,0.349317,0.328657,0.1,0.378835,0.4,0.373791,0.20604,0.374504,0.4,0.3921,0.358867,0.1
noHITL,1,0,10,22,0.0221473,,0.888388,0,0.276708,0.273814,0.337575,0.4,0.4,0.36137,0.348012,0.399268,0.326617,0.4,0.388147,0.145978,0.286432,0.4,0.379755,0.1,0.4,0.373515,0.385512,0.383309,0.100577
noHITL,1,0,10,23,0.0217129,,0.865328,0,0.276708,0.287596,0.4,0.340932,0.4,0.385143,0.4,0.4,0.346375,0.314474,0.369404,0.145083,0.342297,0.386386,0.35932,0.15733,0.4,0.4,0.377677,0.4,0.1
noHITL,1,0,10,24,0.0232082,,0.944713,0,0.276708,0.28366,0.383749,0.4,0.4,0.387228,0.398019,0.4,0.387147,0.314251,0.354925,0.1,0.310786,0.4,0.334291,0.147349,0.397471,0.371415,0.4,0.4,0.1
